pid,kicker,kgro,knet,ktb,kr,kry
379586,MC-3000,64,44,0,BW-2700,20
379607,MC-3000,70,42,0,BW-2700,28
379627,MC-3000,75,55,1,,0
379633,JS-1100,71,52,0,WB-0700,19
379679,JS-1100,65,44,0,JN-0900,21
379689,MC-3000,67,50,0,BW-2700,17
379697,JS-1100,70,54,0,WB-0700,16
379705,DC-0500,70,50,1,,0
379718,DC-0500,74,54,1,,0
379729,JN-0600,69,35,0,TG-0900,34
379759,DC-0500,70,59,0,DW-0500,11
379779,JN-0600,70,50,1,,0
379805,JN-0600,75,52,0,TG-0900,23
379823,JN-0600,66,53,0,TG-0900,13
379857,OM-0100,74,47,0,DS-3700,27
379868,JB-7100,70,40,0,JW-5300,30
379880,OM-0100,73,46,0,KD-0200,27
379917,JB-7100,71,41,0,JW-5300,30
379926,JB-7100,71,28,0,JW-5300,43
379939,JB-7100,73,35,0,JW-5300,38
379951,OM-0100,70,50,1,,0
379967,OM-0100,78,58,1,,0
379983,JB-7100,73,51,0,JW-5300,22
380005,OM-0100,73,41,0,KD-0200,32
380016,NR-0100,70,50,1,,0
380029,RL-1300,61,41,0,JA-2400,20
380042,RL-1300,64,48,0,JA-2400,16
380052,RL-1300,70,44,0,JA-2400,26
380089,RL-1300,62,39,0,JA-2400,23
380096,RL-1300,72,43,0,JA-2400,29
380101,NR-0100,70,50,1,,0
380127,NR-0100,70,50,1,,0
380136,RL-1300,60,46,0,JA-2400,14
380175,SG-0800,74,63,0,JM-4800,11
380190,SG-0800,63,44,0,JM-4800,19
380200,SG-0800,64,42,0,JM-4800,22
380215,SG-0800,58,36,0,JM-4800,22
380221,SJ-0300,70,47,0,EH-0800,23
380231,SG-0800,61,-30,0,JM-4800,91
380233,SJ-0300,65,-30,0,EH-0800,95
380235,SG-0800,44,44,0,,0
380266,SJ-0300,46,38,0,EH-0800,8
380275,SG-0800,70,47,0,JM-4800,23
380295,SJ-0300,47,23,0,SM-3400,24
380330,SG-0800,41,27,0,MB-5200,14
380344,SJ-0300,15,15,0,,0
380348,JC-0900,65,36,0,MA-1400,29
380397,NF-0300,67,52,0,SM-3700,15
380410,JC-0900,65,41,0,MA-1400,24
380426,NF-0300,67,43,0,SM-3700,24
380465,NF-0300,73,43,0,AB-2600,30
380478,SP-0500,58,40,0,RM-3400,18
380485,JC-0900,59,36,0,MA-1400,23
380496,NF-0300,67,49,0,AB-2600,18
380506,PD-0200,61,34,0,QD-0100,27
380516,DA-0300,64,42,0,JC-5600,22
380526,PD-0200,66,27,0,QD-0100,39
380540,DA-0300,70,50,1,,0
380566,DA-0300,59,44,0,JW-6600,15
380579,DA-0300,70,50,1,,0
380604,DA-0300,70,50,1,,0
380617,DA-0300,60,40,0,JC-5600,20
380627,DA-0300,63,39,0,JC-5600,24
380635,PD-0200,68,46,0,QD-0100,22
380660,AV-0400,65,32,0,BW-2700,33
380670,JS-1100,54,42,0,DR-0900,12
380698,JS-1100,65,33,0,PG-0100,32
380707,AV-0400,69,47,0,BW-2700,22
380733,JS-1100,15,15,0,PW-0700,0
380734,JS-1100,59,45,0,CS-1900,14
380746,AV-0400,68,46,0,BW-2700,22
380762,JS-1100,65,51,0,CS-1900,14
380775,AV-0400,63,38,0,BW-2700,25
380790,AV-0400,66,48,0,BW-2700,18
380795,AV-0400,63,37,0,TW-3200,26
380817,MS-5200,65,39,0,MA-1400,26
380829,NF-0300,63,56,0,YF-0100,7
380843,MS-5200,65,49,0,MA-1400,16
380868,MS-5200,56,44,0,MA-1400,12
380901,NF-0300,69,48,0,YF-0100,21
380930,MS-5200,56,38,0,MA-1400,18
380943,NF-0300,64,42,0,YF-0100,22
380954,MS-5200,63,40,0,MA-1400,23
380965,NF-0300,66,47,0,YF-0100,19
380968,MS-5200,62,40,0,MA-1400,22
380981,NF-0300,64,52,0,MC-1400,12
380984,MS-5200,55,14,0,AJ-1200,41
380994,PD-0200,54,41,0,JJ-2600,13
381009,SG-1100,39,39,0,,0
381041,SG-1100,70,39,0,JC-5600,31
381065,SG-1100,70,50,1,,0
381130,CB-0700,61,1,0,PC-0600,60
381133,DC-0500,49,27,0,KR-1000,22
381144,DC-0500,54,35,0,KR-1000,19
381149,CB-0700,63,37,0,PC-0600,26
381174,CB-0700,50,10,0,PC-0600,40
381181,DC-0500,65,47,0,JC-2300,18
381185,CB-0700,47,36,0,BL-1400,11
381194,DC-0500,61,44,0,KR-1000,17
381211,CB-0700,46,35,0,PC-0600,11
381219,DC-0500,71,48,0,JC-2300,23
381230,CB-0700,45,45,0,,0
381237,DC-0500,68,44,0,JC-2300,24
381273,DC-0500,54,38,0,WF-0200,16
381289,JR-1100,70,50,1,,0
381326,RB-2200,70,54,0,GR-0600,16
381334,RB-2200,78,58,1,,0
381346,JR-1100,48,35,0,AH-0300,13
381367,RB-2200,50,50,0,,0
381381,JR-1100,68,27,0,CC-0700,41
381394,RB-2200,52,38,0,CD-0600,14
381411,RB-2200,70,50,1,,0
381450,RB-2200,71,51,1,,0
381452,SG-0800,67,53,0,SB-1400,14
381465,SG-0800,63,35,0,SB-1400,28
381479,SG-0800,64,44,0,SB-1400,20
381497,SG-0800,61,51,0,SB-1400,10
381523,SG-0800,68,46,0,SB-1400,22
381537,SG-0800,47,32,0,SM-3200,15
381538,NR-0100,59,46,0,SM-3400,13
381541,SG-0800,60,54,0,SB-1400,6
381558,SG-0800,66,59,0,SB-1400,7
381574,SG-0800,67,49,0,SB-1400,18
381587,SG-0800,59,43,0,SB-1400,16
381612,NR-0100,60,45,0,EH-0800,15
381622,JH-0900,71,11,0,SG-1200,60
381629,GH-0600,68,42,0,AC-1100,26
381659,GH-0600,72,55,0,AC-1100,17
381674,JH-0900,73,53,1,,0
381687,GH-0600,72,52,1,,0
381700,GH-0600,74,54,1,,0
381705,GH-0600,72,43,0,AC-1100,29
381719,GH-0600,69,49,1,,0
381735,GH-0600,74,54,1,,0
381775,JN-0600,67,49,0,KD-0200,18
381809,JN-0600,68,42,0,KD-0200,26
381819,JB-7100,65,41,0,AR-1700,24
381848,JB-7100,67,38,0,AR-1700,29
381858,JB-7100,46,32,0,SR-1500,14
381859,JB-7100,65,46,0,AR-1700,19
381902,JB-7100,72,49,0,AR-1700,23
381928,JN-0600,70,50,1,,0
381939,JN-0600,75,44,0,KD-0200,31
381949,MB-4600,78,58,1,,0
381971,NK-0200,53,-19,0,CS-2600,72
381977,MB-4600,66,39,0,DS-3300,27
381986,NK-0200,67,46,0,CS-2600,21
382005,NK-0200,73,43,0,CS-2600,30
382022,MB-4600,62,34,0,DS-3300,28
382025,NK-0200,71,48,0,CS-2600,23
382040,MB-4600,67,23,0,DS-3300,44
382049,MB-4600,61,33,0,DS-3300,28
382063,NK-0200,60,42,0,CS-2600,18
382082,NK-0200,61,47,0,CS-2600,14
382094,NK-0200,60,33,0,CS-2600,27
382103,OM-0100,70,50,0,LW-0500,20
382117,JF-0900,59,38,0,JW-5300,21
382175,OM-0100,61,48,0,LW-0500,13
382177,JF-0900,58,43,0,JW-5300,15
382205,OM-0100,63,47,0,LW-0500,16
382248,OM-0100,67,45,0,LW-0500,22
382254,KB-2300,63,34,0,JM-4800,29
382264,SJ-0300,67,41,0,AD-0400,26
382272,KB-2300,56,36,0,JM-4800,20
382281,SJ-0300,14,14,0,,0
382290,SJ-0300,65,41,0,AD-0400,24
382314,KB-2300,66,44,0,JM-4800,22
382326,KB-2300,42,28,0,LL-0500,14
382332,SJ-0300,41,34,0,CS-0300,7
382345,SJ-0300,49,40,0,VL-0100,9
382354,SJ-0300,68,40,0,AD-0400,28
382379,KB-2300,64,43,0,JM-4800,21
382405,RL-0900,70,50,1,,0
382415,MP-2100,63,32,0,LM-1100,31
382428,MP-2100,63,40,0,LM-1100,23
382446,MP-2100,61,45,0,LM-1100,16
382458,RL-0900,64,38,0,SY-0300,26
382481,RL-0900,48,48,0,,0
382483,MP-2100,43,26,0,FJ-0100,17
382494,RL-0900,63,41,0,SY-0300,22
382506,RL-0900,64,54,0,SY-0300,10
382518,MP-2100,60,42,0,LM-1100,18
382525,RL-0900,68,44,0,SY-0300,24
382532,MP-2100,45,15,0,FJ-0100,30
382538,RL-0900,70,46,0,SY-0300,24
382565,DA-0300,70,50,1,,0
382624,SS-3100,70,50,1,,0
382640,SS-3100,71,53,0,QD-0100,18
382654,SS-3100,70,50,1,,0
382664,DA-0300,62,42,0,RC-0800,20
382725,RL-1300,69,44,0,JN-1800,25
382741,MK-1200,70,60,0,CT-0100,10
382755,RL-1300,67,32,0,JN-1800,35
382766,MK-1200,67,48,0,CT-0100,19
382800,MK-1200,41,30,0,NT-0100,11
382801,MK-1200,73,53,1,,0
382829,MK-1200,77,57,1,,0
382844,RL-1300,68,48,0,JN-1800,20
382872,RL-1300,75,55,1,,0
382885,RL-1000,66,45,0,AB-2600,21
382895,JC-0900,58,47,0,MJ-2100,11
382904,RL-1000,69,44,0,AB-2600,25
382919,JC-0900,48,36,0,JK-1200,12
382931,RL-1000,70,50,1,,0
382941,RL-1000,68,43,0,AB-2600,25
382957,JC-0900,58,34,0,MJ-2100,24
382959,JC-0900,61,37,0,MJ-2100,24
382988,JC-0900,60,33,0,MJ-2100,27
382997,RL-1000,64,47,0,AB-2600,17
383019,JC-0900,59,32,0,MJ-2100,27
383030,RL-1000,77,57,1,,0
383045,RG-1500,71,39,0,WB-0700,32
383098,MC-3000,69,-1,0,DM-0200,70
383104,RG-1500,45,28,0,AB-0500,17
383113,MC-3000,53,30,0,,0
383119,MC-3000,53,42,0,DM-0200,11
383130,RG-1500,70,50,1,,0
383162,MC-3000,52,40,0,DM-0200,12
383186,RG-1500,52,20,0,WB-0700,32
383195,MC-3000,61,37,0,DM-0200,24
383203,PD-0200,72,48,0,GR-0600,24
383258,JR-1100,67,48,0,JC-5600,19
383276,JR-1100,65,43,0,JC-5600,22
383278,JR-1100,65,53,0,JC-5600,12
383302,JR-1100,47,40,0,BC-1300,7
383324,JR-1100,65,45,1,,0
383329,JR-1100,70,50,1,,0
383350,RB-2200,72,20,0,PG-0100,52
383362,AV-0400,70,20,0,CC-0700,50
383381,AV-0400,16,16,0,,0
383393,AV-0400,72,41,0,CD-0850,31
383412,AV-0400,73,40,0,CD-0850,33
383420,AV-0400,69,41,0,CD-0850,28
383463,AV-0400,69,39,0,CD-0850,30
383477,SG-0800,70,50,1,,0
383503,SG-0800,49,30,0,SJ-0500,19
383541,RL-0900,70,50,1,,0
383563,SG-0800,46,36,0,FJ-0100,10
383583,SG-0800,58,53,0,LM-1100,5
383617,SG-1100,46,32,0,HT-0200,14
383648,SG-1100,58,40,0,JM-3200,18
383663,SG-1100,59,39,0,JC-2300,20
383685,SG-1100,67,53,0,JC-2300,14
383693,CB-0700,72,55,0,AC-0100,17
383744,SG-1100,67,53,0,JC-2300,14
383761,CB-0700,10,9,0,LH-0300,1
383767,MB-4600,62,21,0,JM-4800,41
383808,SJ-0300,70,50,1,,0
383821,MB-4600,53,44,0,JM-4800,9
383841,SJ-0300,72,48,0,CS-2600,24
383843,SJ-0300,72,42,0,CS-2600,30
383857,MB-4600,70,53,0,JM-4800,17
383879,MB-4600,66,39,0,JM-4800,27
383888,MB-4600,45,36,0,GG-0600,9
383894,SJ-0300,61,37,0,CS-2600,24
383902,SJ-0300,70,50,1,,0
383915,SJ-0300,70,50,1,,0
383923,JC-0900,64,27,0,MH-2500,37
383958,RL-1300,65,45,0,AB-2600,20
383967,RL-1300,71,13,0,AB-2600,58
383974,JC-0900,66,28,0,MH-2500,38
383994,JC-0900,45,37,0,JK-1600,8
384006,RL-1300,70,50,1,,0
384019,JC-0900,66,31,0,MH-2500,35
384047,JC-0900,50,36,0,JK-1600,14
384053,RL-1300,68,45,0,AB-2600,23
384074,RG-1500,67,42,0,AD-0400,25
384093,RG-1500,67,28,0,AD-0400,39
384101,RG-1500,63,45,0,AD-0400,18
384132,KB-2300,68,37,0,DM-0200,31
384143,KB-2300,59,38,0,DM-0200,21
384152,KB-2300,65,25,0,DM-0200,40
384168,KB-2300,72,47,0,DM-0200,25
384177,RG-1500,66,49,0,AD-0400,17
384199,KB-2300,71,22,0,DM-0200,49
384219,KB-2300,63,42,0,DM-0200,21
384232,RG-1500,14,14,0,,0
384238,MK-1200,70,50,1,,0
384251,MK-1200,73,51,0,KD-0200,22
384261,JB-7100,72,43,0,JN-1800,29
384304,MK-1200,68,51,0,KD-0200,17
384317,JB-7100,70,-22,0,JN-1800,92
384321,MK-1200,50,36,0,JG-3100,14
384323,JB-7100,69,45,0,JN-1800,24
384330,MK-1200,70,50,1,,0
384353,JB-7100,69,47,0,JN-1800,22
384365,JB-7100,69,44,0,JN-1800,25
384383,JB-7100,72,52,1,,0
384391,MK-1200,70,50,1,,0
384401,JH-0900,56,11,0,JN-0900,45
384416,MC-3000,49,38,0,CF-0600,11
384437,MC-3000,47,33,0,CF-0600,14
384451,JH-0900,59,57,0,WB-0700,2
384480,MC-3000,59,59,0,,0
384494,JH-0900,75,50,0,WB-0700,25
384522,MC-3000,70,50,0,AC-1100,20
384535,MC-3000,76,56,1,,0
384541,JH-0900,60,41,0,WB-0700,19
384544,MC-3000,72,49,0,AC-1100,23
384567,GH-0600,66,46,0,MJ-2100,20
384581,RL-1000,61,46,0,SG-1200,15
384595,RL-1000,72,30,0,SG-1200,42
384606,GH-0600,68,43,0,MJ-2100,25
384618,RL-1000,77,57,1,,0
384629,RL-1000,74,58,0,SG-1200,16
384630,RL-1000,74,54,1,,0
384641,GH-0600,72,52,1,,0
384646,RL-1000,79,59,1,,0
384660,RL-1000,72,52,1,,0
384687,GH-0600,69,42,0,MJ-2100,27
384713,GH-0600,62,42,0,MJ-2100,20
384722,GH-0600,72,52,0,MJ-2100,20
384731,JK-0200,30,30,0,,0
384734,JS-1100,75,49,0,TZ-0100,26
384746,SH-0400,62,47,0,BW-2700,15
384771,JS-1100,70,48,0,TZ-0100,22
384783,SH-0400,68,49,0,BW-2700,19
384798,SH-0400,79,59,1,,0
384812,SH-0400,73,46,0,BW-2700,27
384816,SH-0400,73,47,0,BW-2700,26
384838,SH-0400,72,62,0,BW-2700,10
384885,SS-3100,48,35,0,BB-0500,13
384897,JN-0600,63,42,0,RC-0800,21
384922,SS-3100,62,46,0,AR-1700,16
384930,SS-3100,71,42,0,AR-1700,29
384953,SS-3100,70,50,1,,0
384957,JN-0600,68,48,0,RC-0800,20
384968,JN-0600,71,33,0,RC-0800,38
385008,JN-0600,64,43,0,RC-0800,21
385018,JN-0600,68,25,0,RC-0800,43
385031,SS-3100,69,43,0,AR-1700,26
385040,NR-0100,73,48,0,JW-5300,25
385060,OM-0100,70,46,0,JA-2400,24
385102,NR-0100,63,39,0,JF-2800,24
385109,NR-0100,72,44,0,JW-5300,28
385119,OM-0100,70,50,1,,0
385127,OM-0100,73,47,0,JA-2400,26
385145,NR-0100,70,34,0,JW-5300,36
385161,NR-0100,70,50,1,,0
385177,OM-0100,70,50,1,,0
385187,NR-0100,72,46,0,JW-5300,26
385201,NR-0100,74,37,0,JW-5300,37
385213,DC-0500,44,35,0,RT-2000,9
385267,JF-0900,56,40,0,PC-0600,16
385283,DC-0500,68,41,0,LW-0500,27
385286,DC-0500,71,47,0,LW-0500,24
385298,JF-0900,59,32,0,PC-0600,27
385310,JF-0900,71,51,1,,0
385318,DC-0500,68,45,0,LW-0500,23
385348,DC-0500,63,45,0,LW-0500,18
385369,NF-0300,59,30,0,,0
385386,DA-0300,70,50,1,,0
385402,NF-0300,55,38,0,QD-0100,17
385410,DA-0300,68,32,0,MA-1400,36
385435,DA-0300,71,34,0,AJ-1200,37
385448,DA-0300,50,39,0,AJ-1200,11
385450,DA-0300,67,51,0,MA-1400,16
385462,SR-0800,67,67,0,MA-1400,0
385472,SR-0800,59,41,0,AJ-1200,18
385479,DA-0300,62,45,0,MA-1400,17
385510,NF-0300,66,61,0,QD-0100,5
385524,MP-2100,67,40,0,DS-3300,27
385533,NK-0200,66,43,0,CJ-0100,23
385546,MP-2100,63,43,0,DS-3300,20
385556,NK-0200,58,45,0,CJ-0100,13
385571,NK-0200,66,44,0,CJ-0100,22
385590,NK-0200,64,40,0,CJ-0100,24
385604,NK-0200,66,43,0,CJ-0100,23
385611,MP-2100,59,39,0,DS-3300,20
385618,NK-0200,65,52,0,CJ-0100,13
385622,NK-0200,64,40,0,CJ-0100,24
385651,MP-2100,65,36,0,DS-3300,29
385659,NK-0200,68,48,0,CJ-0100,20
385678,NK-0200,46,37,0,JE-0600,9
385683,MK-1200,67,58,0,JA-2400,9
385696,NR-0100,70,50,1,,0
385733,MK-1200,62,42,0,JA-2400,20
385738,NR-0100,71,47,0,JN-1800,24
385754,MK-1200,70,50,1,,0
385766,MK-1200,76,54,0,JA-2400,22
385768,NR-0100,73,43,0,JN-1800,30
385772,NR-0100,70,50,1,,0
385802,NR-0100,70,50,1,,0
385818,MK-1200,62,50,0,SB-1400,12
385838,MK-1200,73,50,0,JA-2400,23
385848,AV-0400,67,48,0,DS-3300,19
385879,AV-0400,68,44,0,DS-3300,24
385898,NK-0200,50,37,0,DR-0900,13
385907,AV-0400,73,41,0,DS-3300,32
385923,NK-0200,61,50,0,CS-1900,11
385930,NK-0200,68,44,0,CS-1900,24
385950,AV-0400,75,55,1,,0
386005,NK-0200,66,51,0,CS-1900,15
386010,AV-0400,76,45,0,DS-3300,31
386024,DC-0500,74,43,0,TZ-0100,31
386038,DC-0500,57,34,0,LM-0700,23
386052,SH-0400,60,39,0,PC-0600,21
386086,SH-0400,77,57,1,,0
386098,SH-0400,78,58,1,,0
386100,SH-0400,70,50,1,,0
386119,SH-0400,75,41,0,PC-0600,34
386142,DC-0500,75,55,1,,0
386165,SH-0400,64,50,0,TG-0900,14
386175,RL-1300,72,59,0,QD-0100,13
386194,DA-0300,69,48,0,MH-2500,21
386211,DA-0300,71,48,0,MH-2500,23
386223,RL-1300,57,42,0,QD-0100,15
386233,DA-0300,66,41,0,MH-2500,25
386238,DA-0300,73,49,0,MH-2500,24
386249,RL-1300,64,45,0,QD-0100,19
386261,DA-0300,69,55,0,MH-2500,14
386313,DA-0300,71,45,0,MH-2500,26
386334,DA-0300,77,57,0,AP-0700,20
386344,RB-2200,70,50,1,,0
386369,RB-2200,65,45,1,,0
386380,SH-0400,63,43,0,CC-0700,20
386421,SH-0400,55,29,0,CC-0700,26
386465,SH-0400,67,34,0,CC-0700,33
386488,RB-2200,61,46,0,TZ-0100,15
386500,SH-0400,60,35,0,MG-1800,25
386506,NR-0100,59,20,0,MJ-2100,39
386513,RL-1000,66,66,0,,0
386532,NR-0100,70,50,1,,0
386537,NR-0100,72,47,0,MJ-2100,25
386554,NR-0100,70,48,0,MJ-2100,22
386569,NR-0100,70,32,0,MJ-2100,38
386575,NR-0100,48,44,0,DR-3200,4
386590,RL-1000,67,44,0,JA-2400,23
386616,NR-0100,64,37,0,MJ-2100,27
386656,NR-0100,49,49,0,,0
386668,JK-0200,15,15,0,,0
386671,DA-0300,70,5,0,AB-2600,65
386681,LT-1100,54,37,0,QD-0100,17
386694,DA-0300,74,49,0,AB-2600,25
386714,SR-0800,60,48,0,AB-2600,12
386741,LT-1100,66,45,0,QD-0100,21
386754,LT-1100,69,23,0,QD-0100,46
386762,LT-1100,69,45,0,QD-0100,24
386777,DA-0300,62,39,0,AB-2600,23
386796,DA-0300,73,46,0,AB-2600,27
386819,DA-0300,71,43,0,AB-2600,28
386833,JR-1100,63,45,0,DS-3300,18
386839,MS-0600,55,43,0,CD-0600,12
386853,JR-1100,64,34,0,DS-3300,30
386898,MS-0600,50,36,0,GR-0600,14
386908,JR-1100,47,40,0,AC-2400,7
386910,NK-0200,66,47,0,GR-0600,19
386925,JR-1100,56,-7,0,DS-3300,63
386951,JR-1100,73,43,0,DS-3300,30
386963,NK-0200,61,43,0,MM-4800,18
386974,JR-1100,69,46,0,DS-3300,23
386990,MS-0600,13,13,0,,0
386994,SH-0400,56,36,0,GR-0600,20
387003,JR-1100,65,43,0,TZ-0100,22
387022,JR-1100,63,45,0,YF-0100,18
387040,JR-1100,59,58,0,YF-0100,1
387067,SH-0400,68,49,0,CD-0600,19
387083,JR-1100,70,53,0,RR-0400,17
387110,JR-1100,47,33,0,DW-2700,14
387132,SH-0400,54,29,0,GR-0600,25
387144,JR-1100,61,47,0,RR-0400,14
387156,DA-0300,70,50,1,,0
387167,NR-0100,68,68,0,,0
387177,DA-0300,72,46,0,JA-2400,26
387196,NR-0100,55,35,1,,0
387206,DA-0300,68,43,0,JA-2400,25
387218,NR-0100,43,43,0,VA-0100,0
387234,NR-0100,51,31,0,CB-4800,20
387261,DA-0300,63,25,0,,0
387273,DA-0300,70,50,1,,0
387286,DA-0300,71,42,0,SB-1400,29
387302,NR-0100,70,50,1,,0
387316,NR-0100,66,42,0,GR-0600,24
387326,JR-1100,62,43,0,JA-2400,19
387347,JR-1100,69,51,0,JA-2400,18
387359,NR-0100,66,48,0,GR-0600,18
387385,JR-1100,69,46,0,JA-2400,23
387412,JR-1100,70,50,1,,0
387435,NR-0100,63,46,0,CD-0600,17
387451,MB-2100,53,44,0,SB-1400,9
387455,NR-0100,69,48,0,CD-0600,21
387466,JR-1100,69,47,0,JA-2400,22
387471,RB-2200,67,28,0,SL-0900,39
387542,JR-1100,60,41,0,JR-2400,19
387547,RB-2200,62,43,0,SL-0900,19
387555,JR-1100,70,49,0,JR-2400,21
387596,RB-2200,74,40,0,SL-0900,34
387611,JR-1100,61,42,0,JR-2400,19
387625,RB-2200,72,48,0,SL-0900,24
387636,DC-0500,55,41,0,EW-0500,14
387683,MK-1200,70,56,0,TG-0900,14
387706,MK-1200,73,52,0,TG-0900,21
387708,MK-1200,74,54,0,TG-0900,20
387739,MK-1200,72,56,0,PC-0600,16
387762,MK-1200,67,46,0,PC-0600,21
387778,BF-0300,10,4,0,BF-0400,6
387786,SH-0400,68,44,0,JC-2300,24
387800,SH-0400,70,45,0,JC-2300,25
387819,SH-0400,71,54,0,QL-0100,17
387839,RS-3400,76,51,0,CC-0700,25
387863,RS-3400,70,50,1,,0
387879,RS-3400,48,34,0,DE-0500,14
387892,SH-0400,72,50,0,JC-2300,22
387910,RS-3400,63,46,0,CC-0700,17
387921,SH-0400,75,55,1,,0
387930,RS-3400,67,44,0,CC-0700,23
387941,SH-0400,71,49,0,JC-2300,22
387951,SH-0400,44,36,0,AS-3600,8
387955,DA-0300,73,40,0,MG-1000,33
387974,RL-1000,72,44,0,EH-0800,28
387990,DA-0300,71,45,0,MG-1000,26
387995,DA-0300,70,50,1,,0
388004,DA-0300,65,40,0,MG-1000,25
388010,DA-0300,66,50,0,MG-1000,16
388027,DA-0300,30,30,0,,0
388036,RL-1000,72,55,0,EH-0800,17
388045,RL-1000,70,50,1,,0
388062,DA-0300,66,46,0,MG-1000,20
388126,SG-1100,53,53,0,,0
388198,MP-2100,75,55,1,,0
388234,MP-2100,74,55,0,AC-0100,19
388265,SG-1100,74,57,0,ER-0500,17
388269,MP-2100,66,37,0,AC-0100,29
388271,RL-1300,21,21,0,AE-0600,0
388280,PD-0200,69,40,0,PH-0400,29
388302,RL-1300,73,56,0,JC-5600,17
388312,RL-1300,70,43,0,JC-5600,27
388323,PD-0200,70,50,1,,0
388338,PD-0200,73,44,0,PH-0400,29
388346,PD-0200,66,25,0,PH-0400,41
388359,RL-1300,69,42,0,JC-5600,27
388377,RL-1300,66,39,0,JC-5600,27
388404,RL-1300,67,44,0,JC-5600,23
388412,RL-1300,74,51,0,JC-5600,23
388434,PD-0200,25,25,0,,0
388436,JF-0900,72,40,0,JJ-3900,32
388470,JF-0900,65,53,0,JJ-3900,12
388501,JF-0900,71,50,0,JJ-3900,21
388512,KB-2300,67,47,0,LW-0500,20
388527,JF-0900,74,45,0,JJ-3900,29
388560,KB-2300,55,35,1,,0
388567,JF-0900,73,49,0,JJ-3900,24
388589,JS-1100,77,57,1,,0
388633,JS-1100,72,48,0,CS-1900,24
388646,SA-1100,65,39,0,BW-2700,26
388655,JS-1100,72,33,0,CS-1900,39
388661,SA-1100,70,42,0,BW-2700,28
388681,SA-1100,70,50,1,,0
388711,JS-1100,69,50,0,CS-1900,19
388738,JH-0900,66,24,0,RM-3500,42
388745,TM-3300,76,56,1,,0
388754,TM-3300,70,50,1,,0
388764,JH-0900,70,51,0,RM-3500,19
388783,JH-0900,70,51,0,RM-3500,19
388806,TM-3300,55,35,1,,0
388818,TM-3300,63,34,0,AB-3200,29
388831,TM-3300,71,41,0,AB-3200,30
388841,JH-0900,62,54,0,RM-3500,8
388853,TM-3300,69,-18,0,AB-3200,87
388861,JH-0900,69,28,0,RM-3500,41
388864,TM-3300,70,54,0,AB-3200,16
388871,JH-0900,67,48,0,RM-3500,19
388887,TM-3300,71,53,0,AB-3200,18
388907,MN-0800,70,34,0,FJ-0300,36
388917,DB-5500,70,50,1,,0
388935,DB-5500,70,48,0,CS-2600,22
388948,MN-0800,67,53,0,FJ-0300,14
388979,DB-5500,74,48,0,CS-2600,26
388984,DB-5500,70,50,1,,0
388995,DB-5500,70,50,1,,0
389028,MN-0800,71,51,0,MA-1400,20
389032,DB-5500,75,39,0,CS-2600,36
389051,DB-5500,59,42,0,CS-2600,17
389065,MN-0800,8,8,0,,0
389068,JN-0600,70,50,1,,0
389091,JN-0600,72,50,0,LS-1700,22
389102,JN-0600,72,48,0,LS-1700,24
389110,NR-0100,67,48,0,AR-1700,19
389140,JN-0600,70,50,1,,0
389154,NR-0100,70,50,1,,0
389178,NR-0100,73,52,0,AR-1700,21
389193,NR-0100,70,50,1,,0
389211,JN-0600,74,54,0,LS-1700,20
389237,SS-3100,65,48,0,DW-1000,17
389250,LT-1100,54,41,0,MS-0800,13
389277,LT-1100,70,44,0,RC-0800,26
389295,LT-1100,72,47,0,RC-0800,25
389304,SS-3100,38,30,0,MH-2200,8
389306,LT-1100,70,50,1,,0
389335,SS-3100,57,41,0,HN-0500,16
389346,LT-1100,61,32,0,LB-0400,29
389364,LT-1100,64,42,0,RC-0800,22
389373,SS-3100,12,12,0,,0
389377,OM-0100,70,50,0,DA-2100,20
389439,OM-0100,67,44,0,SG-0100,23
389458,OM-0100,70,50,1,,0
389460,JB-7100,64,44,0,JW-5300,20
389483,OM-0100,70,50,1,,0
389490,OM-0100,70,50,1,,0
389537,RG-1500,67,21,0,JN-0900,46
389592,MC-3000,73,46,0,DM-0200,27
389600,JK-0100,62,36,0,DH-2700,26
389606,MC-3000,55,35,1,,0
389622,MC-3000,75,49,0,DM-0200,26
389634,RG-1500,62,38,0,JN-0900,24
389649,RG-1500,66,41,0,JN-0900,25
389669,MC-3000,69,42,0,DM-0200,27
389685,RG-1500,71,42,0,JN-0900,29
389692,MC-3000,50,32,0,EB-0600,18
389696,RL-0900,71,19,0,LM-0300,52
389728,RL-0900,70,38,0,KF-0200,32
389754,SG-0800,76,56,1,,0
389764,RL-0900,63,40,0,KF-0200,23
389775,SG-0800,70,49,0,LM-1100,21
389804,RL-0900,69,47,0,KF-0200,22
389816,SG-0800,67,40,0,LM-1100,27
389833,RL-0900,69,51,0,KF-0200,18
389846,SG-0800,72,39,0,LM-1100,33
389851,SG-0800,73,49,0,LM-1100,24
389857,NK-0200,64,41,0,LR-0200,23
389882,SJ-0300,69,3,0,DS-3300,66
389909,NK-0200,62,46,0,LR-0200,16
389929,SJ-0300,70,11,0,DS-3300,59
389935,SJ-0300,72,55,0,DS-3300,17
389984,SJ-0300,65,47,0,DS-3300,18
389996,NK-0200,60,41,0,LR-0200,19
390011,SJ-0300,69,59,0,DS-3300,10
390022,NK-0200,50,41,0,LR-0200,9
390025,MK-1200,70,50,1,,0
390036,RL-1000,70,31,0,JN-1800,39
390064,MK-1200,70,50,1,,0
390072,RL-1000,70,50,1,,0
