pid,punter,pgro,pnet,ptb,pr,pry,pfc
420421,DJ-2800,39,31,0,AP-0400,8,0
420426,BK-0700,35,35,0,,0,0
420434,DJ-2800,55,47,0,AP-0400,8,0
420446,DJ-2800,45,45,0,AP-0400,0,1
420458,DJ-2800,55,35,1,,0,0
420463,BK-0700,26,26,0,,0,0
420467,DJ-2800,49,40,0,AP-0400,9,0
420503,BK-0700,54,48,0,DA-0900,6,0
420507,DJ-2800,28,28,0,AP-0400,0,1
420565,DJ-2800,44,44,0,AP-0400,0,0
420580,SL-0400,68,48,1,,0,0
420585,HS-0200,56,47,0,JH-3700,9,0
420593,SL-0400,35,35,0,AR-0200,0,1
420597,HS-0200,44,44,0,JH-3700,0,1
420639,SL-0400,58,58,0,,0,0
420645,HS-0200,49,40,0,JH-3700,9,0
420653,SL-0400,45,45,0,AR-0200,0,0
420674,HS-0200,40,30,0,JH-3700,10,0
420688,HS-0200,44,25,0,JH-3700,19,0
420699,SL-0400,53,33,1,,0,0
420726,SL-0400,38,38,0,AR-0200,0,0
420774,MM-1900,49,49,0,DS-3300,0,1
420819,MS-0600,50,30,1,,0,0
420831,MS-0600,36,36,0,,0,0
420835,MM-1900,62,48,0,DS-3300,14,0
420841,MS-0600,40,40,0,,0,0
420872,MM-1900,58,54,0,DS-3300,4,0
420937,SR-0800,36,36,0,,0,0
420966,JF-0800,41,-31,0,DJ-0200,72,0
421009,SR-0800,51,39,0,DH-3200,12,0
421021,JF-0800,40,20,0,DJ-0200,20,0
421025,SR-0800,46,39,0,DH-3200,7,0
421032,JF-0800,34,34,0,DJ-0200,0,1
421066,SR-0800,34,34,0,CB-3200,0,1
421087,BG-1100,34,34,0,AB-0800,0,1
421094,AL-0500,37,37,0,,0,0
421122,AL-0500,49,50,0,SB-1400,-1,0
421126,BG-1100,54,48,0,AB-0800,6,0
421166,BG-1100,36,33,0,AB-0800,3,0
421170,AL-0500,43,45,0,SB-1400,-2,0
421199,AL-0500,34,34,0,SB-1400,0,1
421210,BG-1100,51,51,0,AB-0800,0,0
421221,AL-0500,43,23,1,,0,0
421341,PM-0300,51,51,0,,0,0
421347,AP-1800,36,36,0,GR-0400,0,1
421357,PM-0300,38,32,0,MT-0900,6,0
421362,AP-1800,52,48,0,TR-1100,4,0
421375,AP-1800,46,42,0,TR-1100,4,0
421380,PM-0300,40,29,0,MT-0900,11,0
421395,TM-3300,57,50,0,PC-0900,7,0
421406,TM-3300,52,24,0,PC-0900,28,0
421421,TM-3300,53,53,0,,0,0
421434,MM-1900,29,29,0,RB-4900,0,1
421456,MM-1900,54,50,0,RB-4900,4,0
421469,MM-1900,49,49,0,LM-1500,0,0
421503,TM-3300,39,19,1,,0,0
421513,MM-1900,49,29,1,,0,0
421529,MM-1900,24,24,0,,0,0
421616,SK-0600,47,-2,0,EB-0600,49,0
421631,BM-0700,35,32,0,CC-0700,3,0
421638,SK-0600,29,29,0,,0,0
421665,BM-0700,47,43,0,CC-0700,4,0
421672,SK-0600,29,29,0,,0,0
421678,BM-0700,38,17,0,CC-0700,21,0
421682,SK-0600,30,30,0,,0,0
421686,BM-0700,52,49,0,CC-0700,3,0
421690,SK-0600,38,37,0,EB-0600,1,0
421694,BM-0700,41,41,0,CC-0700,0,1
421700,SK-0600,46,29,0,EB-0600,17,0
421707,SK-0600,56,47,0,EB-0600,9,0
421749,BM-3600,42,42,0,WW-0200,0,1
421765,BM-3600,43,32,0,WW-0200,11,0
421772,CH-1100,22,22,0,FJ-0100,0,1
421798,CH-1100,38,38,0,JR-1200,0,0
421802,BM-3600,34,34,0,,0,0
421829,BM-3600,29,29,0,,0,0
421833,CH-1100,45,45,0,,0,0
421838,BM-3600,42,36,0,WW-0200,6,0
421842,CH-1100,26,26,0,JR-1200,0,0
421859,CH-1100,38,18,0,RP-0300,20,0
421878,NH-0700,51,46,0,SB-1400,5,0
421882,BG-1100,54,55,0,PB-0800,-1,0
421889,NH-0700,31,31,0,,0,0
421897,BG-1100,28,28,0,DN-1400,0,0
421938,NH-0700,46,45,0,SB-1400,1,0
421958,BG-1100,44,44,0,,0,0
421964,NH-0700,37,38,0,SB-1400,-1,0
421968,BG-1100,48,48,0,,0,0
421976,BG-1100,52,45,0,PB-0800,7,0
421983,BG-1100,57,39,0,PB-0800,18,0
422006,NH-0700,31,31,0,SB-1400,0,0
422014,BG-1100,57,47,0,PB-0800,10,0
422077,DC-3200,30,26,0,GL-0100,4,0
422101,RH-2500,34,34,0,MB-3400,0,1
422125,DC-3200,21,21,0,,0,0
422131,DC-3200,55,49,0,JC-5600,6,0
422139,DC-3200,59,47,0,JC-5600,12,0
422147,DC-3200,56,40,0,JC-5600,16,0
422151,RH-2500,32,32,0,MB-3400,0,1
422157,DC-3200,53,51,0,JC-5600,2,0
422224,MK-1200,39,31,0,JC-5400,8,0
422243,SW-0500,39,31,0,EW-0500,8,0
422247,MK-1200,28,28,0,,0,0
422254,MK-1200,42,39,0,JC-5400,3,0
422258,SW-0500,45,45,0,EW-0500,0,1
422262,MK-1200,50,39,0,JC-5400,11,0
422279,MK-1200,55,52,0,JC-5400,3,0
422287,MK-1200,41,21,1,,0,0
422314,SW-0500,22,22,0,,0,0
422318,MK-1200,33,33,0,JC-5400,0,1
422325,SW-0500,26,26,0,EW-0500,0,1
422332,MK-1200,31,31,0,JC-5400,0,1
422336,SW-0500,38,38,0,,0,0
422395,SR-0800,44,47,0,AB-0800,-3,0
422402,SR-0800,39,37,0,AB-0800,2,0
422408,AL-0500,60,40,1,,0,0
422449,AL-0500,47,47,0,,0,0
422490,SR-0800,45,25,1,,0,0
422496,AL-0500,30,30,0,DJ-0200,0,1
422510,AL-0500,56,50,0,DJ-0200,6,0
422517,SR-0800,33,33,0,,0,0
422544,JK-0100,43,31,0,SL-0900,12,0
422552,JK-0100,47,47,0,SL-0900,0,1
422557,DS-1500,34,34,0,JN-0900,0,1
422579,JK-0100,36,27,0,SL-0900,9,0
422583,DS-1500,39,39,0,,0,0
422596,DS-1500,45,32,0,JN-0900,13,0
422601,JK-0100,43,23,1,,0,0
422606,DS-1500,42,30,0,JN-0900,12,0
422637,DS-1500,31,31,0,JN-0900,0,1
422641,JK-0100,42,44,0,SL-0900,-2,0
422751,DJ-2800,45,45,0,,0,0
422760,MT-2300,50,38,0,DA-0900,12,0
422803,DJ-2800,44,44,0,,0,0
422837,MT-2300,35,35,0,DR-1800,0,0
422848,DJ-2800,48,48,0,,0,0
422862,DJ-2800,37,37,0,,0,0
422898,BF-0300,51,40,0,AP-0400,11,0
422902,BK-0700,52,52,0,TG-0900,0,0
422956,BF-0300,52,40,0,AP-0400,12,0
422969,BF-0300,56,36,1,,0,0
422981,BK-0700,46,42,0,DB-1800,4,0
422995,BK-0700,42,22,1,,0,0
423016,BK-0700,45,45,0,DB-1800,0,1
423032,BK-0700,59,59,0,,0,0
423047,SL-0400,49,36,0,ER-0500,13,0
423073,SL-0400,65,51,0,KM-1400,14,0
423079,MB-2100,7,7,0,,0,0
423092,MB-2100,41,26,0,JH-3700,15,0
423107,MB-2100,45,38,0,JH-3700,7,0
423124,MB-2100,44,44,0,,0,0
423166,MB-2100,64,50,0,JH-3700,14,0
423174,SL-0400,47,36,0,KM-1400,11,0
423188,SL-0400,54,47,0,KM-1400,7,0
423192,MB-2100,59,47,0,JH-3700,12,0
423244,MS-0600,40,40,0,QC-0400,0,1
423264,KH-2600,50,41,0,DS-3300,9,0
423301,KH-2600,48,28,1,,0,0
423306,MS-0600,39,32,0,QC-0400,7,0
423310,KH-2600,42,22,1,,0,0
423314,MS-0600,44,44,0,QC-0400,0,1
423326,KH-2600,47,51,0,DS-3300,-4,0
423338,KH-2600,46,47,0,DS-3300,-1,0
423355,MS-0600,37,37,0,,0,0
423382,JR-3700,47,35,0,SS-3000,12,0
423396,SP-0500,45,45,0,JF-2800,0,1
423426,JR-3700,35,23,0,SS-3000,12,0
423430,SP-0500,40,40,0,,0,0
423446,SP-0500,53,33,1,,0,0
423484,JR-3700,51,18,0,SS-3000,33,0
423502,JR-3700,39,22,0,SS-3000,17,0
423528,SP-0500,38,38,0,JF-2800,0,1
423547,JB-0500,38,38,0,,0,0
423553,CK-0900,50,30,1,,0,0
423557,JB-0500,50,39,0,DR-1200,11,0
423562,CK-0900,34,34,0,,0,0
423566,JB-0500,44,10,0,DR-1200,34,0
423591,CK-0900,48,41,0,CM-3400,7,0
423596,JB-0500,41,35,0,DR-1200,6,0
423620,CK-0900,54,34,1,,0,0
423627,JB-0500,39,19,1,,0,0
423633,CK-0900,57,37,1,,0,0
423637,JB-0500,45,38,0,DR-1200,7,0
423647,JB-0500,31,31,0,DR-1200,0,1
423651,CK-0900,48,41,0,CM-3400,7,0
423668,CK-0900,36,36,0,,0,0
423681,CK-0900,46,45,0,CM-3400,1,0
423720,HS-0200,42,33,0,DH-3200,9,0
423738,HS-0200,44,29,0,DH-3200,15,0
423752,HS-0200,42,42,0,,0,0
423765,HS-0200,43,43,0,DH-3200,0,1
423769,JF-0800,43,42,0,SM-3600,1,0
423834,JF-0800,31,26,0,SM-3600,5,0
423854,MS-0600,29,29,0,KK-0100,0,1
423936,BK-0700,38,38,0,DS-3300,0,1
423950,BK-0700,46,40,0,DS-3300,6,0
423980,BK-0700,41,41,0,,0,0
424005,BM-3600,47,30,0,EW-0500,17,0
424013,BM-3600,51,47,0,EW-0500,4,0
424022,MK-1200,35,35,0,RP-0300,0,1
424028,BM-3600,58,38,1,,0,0
424049,BM-3600,54,41,0,EW-0500,13,0
424055,MK-1200,38,38,0,RP-0300,0,1
424065,MK-1200,57,57,0,,0,0
424077,BM-3600,37,17,1,,0,0
424097,MB-4600,36,36,0,RP-0300,0,1
424101,BM-3600,43,15,0,EW-0500,28,0
424138,BM-3600,60,54,0,EW-0500,6,0
424168,DC-3200,60,40,1,,0,0
424177,KH-2600,51,31,1,,0,0
424181,DC-3200,46,36,0,QC-0400,10,0
424185,KH-2600,36,36,0,BW-0100,0,1
424193,DC-3200,55,43,0,QC-0400,12,0
424199,DC-3200,29,29,0,QC-0400,0,1
424204,KH-2600,46,46,0,BW-0100,0,1
424212,KH-2600,50,46,0,BW-0100,4,0
424266,DC-3200,48,48,0,QC-0400,0,1
424274,KH-2600,21,21,0,,0,0
424290,KH-2600,55,35,1,,0,0
424298,DC-3200,44,44,0,,0,0
424323,KH-2600,30,30,0,BW-0100,0,1
424334,SL-0400,53,39,0,JC-5600,14,0
424360,RH-2500,35,33,0,JH-3700,2,0
424365,SL-0400,42,39,0,JC-5600,3,0
424369,RH-2500,37,37,0,JH-3700,0,1
424385,RH-2500,43,43,0,,0,0
424396,SL-0400,46,46,0,JC-5600,0,0
424426,SL-0400,38,38,0,,0,0
424441,SL-0400,42,38,0,JC-5600,4,0
424447,RH-2500,32,32,0,JH-3700,0,1
424482,RH-2500,45,45,0,JH-3700,0,1
424490,RH-2500,33,33,0,JH-3700,0,0
424501,JK-0100,37,37,0,,0,0
424520,JR-3700,64,64,0,,0,0
424527,JK-0100,53,53,0,,0,0
424531,JR-3700,48,48,0,JN-0900,0,1
424552,JK-0100,37,37,0,JF-2800,0,1
424574,JR-3700,55,35,1,,0,0
424637,JR-3700,24,24,0,,0,0
424656,JK-0100,37,17,0,JF-2800,20,0
424682,BF-0300,48,28,1,,0,0
424697,BF-0300,60,51,0,JJ-3900,9,0
424716,BF-0300,40,40,0,,0,0
424783,MT-2300,37,37,0,DB-1800,0,1
424794,BF-0300,46,46,0,JJ-3900,0,1
424800,MT-2300,51,43,0,DB-1800,8,0
424815,MT-2300,43,43,0,DB-1800,0,1
424819,BF-0300,54,56,0,JJ-3900,-2,0
424823,MT-2300,51,51,0,,0,0
424882,AP-1800,34,34,0,,0,0
424886,CH-1100,42,42,0,MT-0900,0,0
424890,AP-1800,33,33,0,,0,0
424902,AP-1800,41,32,0,WW-0200,9,0
424916,AP-1800,47,47,0,,0,0
424985,SP-0500,36,22,0,RB-4900,14,0
425019,SP-0500,32,32,0,,0,0
425040,SP-0500,49,29,1,,0,0
425044,TM-3300,42,39,0,MS-3900,3,0
425060,TM-3300,33,33,0,,0,0
425077,TM-3300,45,45,0,,0,0
425110,TM-3300,41,-36,0,MS-3900,77,0
425172,JF-0800,38,38,0,CM-3400,0,0
425185,JF-0800,39,39,0,CM-3400,0,0
425208,JF-0800,46,35,0,CM-3400,11,0
425216,JB-0500,37,37,0,DH-3200,0,1
425292,JB-0500,35,35,0,,0,0
425304,MB-2100,32,32,0,,0,0
425319,MB-2100,28,28,0,,0,0
425332,MB-2100,45,45,0,DJ-0200,0,0
425364,MB-2100,46,39,0,DJ-0200,7,0
425415,SR-0800,40,29,0,AS-1900,11,0
425430,SR-0800,60,39,0,AS-1900,21,0
425435,MB-2100,32,32,0,DJ-0200,0,1
425439,SR-0800,49,46,0,AS-1900,3,0
425443,MB-2100,26,26,0,DJ-0200,0,1
425447,SR-0800,28,28,0,,0,0
425463,SR-0800,40,40,0,AS-1900,0,1
425468,MB-2100,35,25,0,DJ-0200,10,0
425485,DS-1500,25,25,0,CC-0700,0,1
425516,SK-0600,21,21,0,,0,0
425543,DS-1500,41,21,1,,0,0
425551,SK-0600,44,44,0,,0,0
425590,DS-1500,41,27,0,CC-0700,14,0
425603,SK-0600,29,29,0,MM-4800,0,1
425612,DS-1500,39,29,0,CC-0700,10,0
425617,SK-0600,52,35,0,SL-0900,17,0
425649,DJ-2800,38,33,0,SB-1400,5,0
425653,BG-1100,38,38,0,,0,0
425666,BG-1100,32,32,0,DA-0900,0,1
425676,DJ-2800,56,36,1,,0,0
425688,DJ-2800,53,45,0,SB-1400,8,0
425702,DJ-2800,49,45,0,SB-1400,4,0
425733,BG-1100,46,12,0,DA-0900,34,0
425749,DJ-2800,50,50,0,SB-1400,0,0
425755,BG-1100,61,41,0,DA-0900,20,0
425762,BG-1100,51,26,0,DA-0900,25,0
425782,BG-1100,19,19,0,DA-0900,0,1
425822,AL-0500,57,48,0,BW-2700,9,0
425826,NH-0700,23,23,0,,0,0
425854,AL-0500,37,37,0,,0,0
425858,NH-0700,45,45,0,,0,0
425886,AL-0500,44,44,0,,0,0
425891,NH-0700,33,33,0,,0,0
425903,NH-0700,38,38,0,AB-0800,0,1
425924,AL-0500,40,40,0,,0,0
425932,NH-0700,49,39,0,AB-0800,10,0
425938,AL-0500,53,33,1,,0,0
425955,AL-0500,40,39,0,BW-2700,1,0
425970,PM-0300,50,50,0,,0,0
425974,SW-0500,50,43,0,TR-1100,7,0
425995,SW-0500,37,37,0,TR-1100,0,1
426012,SW-0500,51,50,0,TR-1100,1,0
426020,PM-0300,49,29,1,,0,0
426038,PM-0300,35,35,0,JC-5400,0,1
426065,SW-0500,36,36,0,TR-1100,0,1
426069,PM-0300,56,42,0,JC-5400,14,0
426075,SW-0500,39,19,1,,0,0
426082,PM-0300,43,29,0,JC-5400,14,0
426093,PM-0300,44,44,0,JC-5400,0,1
426142,HS-0200,35,35,0,PC-0900,0,1
426146,MM-1900,60,46,0,SM-3600,14,0
426159,HS-0200,39,39,0,PC-0900,0,1
426164,MM-1900,45,45,0,DH-0700,0,0
426169,HS-0200,37,37,0,PC-0900,0,1
426179,HS-0200,34,34,0,,0,0
426188,HS-0200,41,45,0,PC-0900,-4,0
426214,HS-0200,32,32,0,PC-0900,0,1
426232,HS-0200,36,34,0,PC-0900,2,0
426254,HS-0200,44,44,0,PC-0900,0,1
426260,MM-1900,49,44,0,SM-3600,5,0
426280,BM-0700,43,43,0,DR-1200,0,0
426284,CK-0900,39,39,0,EB-0600,0,0
426321,CK-0900,16,16,0,,0,0
426336,CK-0900,36,36,0,EB-0600,0,1
426340,BM-0700,50,50,0,,0,0
426344,CK-0900,43,43,0,EB-0600,0,1
426359,CK-0900,36,30,0,EB-0600,6,0
426365,BM-0700,53,53,0,,0,0
426409,BM-0700,35,35,0,AA-1000,0,1
426450,CK-0900,43,43,0,EB-0600,0,0
426454,BM-0700,47,44,0,DR-1200,3,0
426462,BM-3600,39,40,0,TR-1100,-1,0
426491,BM-3600,37,37,0,,0,0
426498,PM-0300,38,39,0,RP-0300,-1,0
426508,BM-3600,35,35,0,,0,0
426512,PM-0300,46,41,0,RP-0300,5,0
426564,PM-0300,58,38,1,,0,0
426582,PM-0300,46,26,1,,0,0
426586,BM-3600,47,36,0,TR-1100,11,0
426590,PM-0300,35,32,0,RP-0300,3,0
426598,BM-3600,46,26,1,,0,0
426602,PM-0300,48,37,0,RP-0300,11,0
426617,TM-3300,51,51,0,CM-3400,0,0
426625,JB-0500,42,42,0,TH-2900,0,1
426634,TM-3300,41,41,0,,0,0
426638,JB-0500,41,20,0,RB-4900,21,0
426642,TM-3300,39,39,0,CM-3400,0,1
426646,JB-0500,36,36,0,RB-4900,0,1
426668,TM-3300,53,53,0,,0,0
426674,JB-0500,51,40,0,RB-4900,11,0
426678,TM-3300,41,41,0,,0,0
426696,TM-3300,40,35,0,CM-3400,5,0
426703,JB-0500,31,31,0,,0,0
426707,TM-3300,55,24,0,CM-3400,31,0
426736,JB-0500,43,43,0,DH-2400,0,1
426740,TM-3300,50,50,0,CM-3400,0,0
426744,JB-0500,52,52,0,DH-2400,0,1
426751,TM-3300,47,47,0,,0,0
426755,JB-0500,44,44,0,DH-2400,0,1
426784,AP-1800,40,34,0,JC-5600,6,0
426789,RH-2500,29,29,0,,0,0
426801,RH-2500,32,32,0,WM-0700,0,0
426810,AP-1800,31,31,0,,0,0
426820,AP-1800,30,30,0,JC-5600,0,0
426873,AP-1800,43,31,0,JC-5600,12,0
426880,RH-2500,46,39,0,NH-1500,7,0
426941,SR-0800,51,51,0,PC-0900,0,1
426966,SR-0800,39,19,1,,0,0
427011,MM-1900,54,54,0,DJ-0200,0,0
427016,SR-0800,47,43,0,PC-0900,4,0
427021,MM-1900,53,33,1,,0,0
427025,SR-0800,61,45,0,PC-0900,16,0
427035,SR-0800,51,47,0,PC-0900,4,0
427049,SR-0800,53,56,0,PC-0900,-3,0
427053,MM-1900,45,36,0,DJ-0200,9,0
427057,SR-0800,38,38,0,,0,0
427096,BM-0700,31,31,0,DN-1400,0,1
427101,NH-0700,52,52,0,DH-2700,0,1
427105,BM-0700,28,28,0,,0,0
427130,NH-0700,47,27,1,,0,0
427135,BM-0700,37,27,0,DN-1400,10,0
427177,NH-0700,43,42,0,DH-2700,1,0
427182,BM-0700,45,44,0,DN-1400,1,0
427197,BM-0700,33,33,0,DN-1400,0,1
427263,CH-1100,31,31,0,,0,0
427267,MT-2300,45,45,0,,0,0
427283,MT-2300,35,35,0,JE-0100,0,1
427332,CH-1100,38,38,0,,0,0
427380,CH-1100,40,9,0,JJ-3900,31,0
427480,BF-0300,25,25,0,MM-4800,0,1
427486,BF-0300,40,21,0,SL-0900,19,0
427490,DS-1500,30,30,0,DB-1800,0,1
427497,BF-0300,58,58,0,SL-0900,0,1
427512,BF-0300,49,27,0,SL-0900,22,0
427537,DS-1500,41,38,0,DB-1800,3,0
427582,JF-0800,42,42,0,,0,0
427587,CK-0900,26,26,0,,0,0
427595,JF-0800,37,37,0,,0,0
427610,JF-0800,48,48,0,DR-1200,0,0
427624,JF-0800,37,29,0,DR-1200,8,0
427652,JF-0800,40,40,0,DR-1200,0,0
427676,JF-0800,49,34,0,DR-1200,15,0
427705,CK-0900,50,50,0,DH-3200,0,1
427712,JF-0800,49,49,0,,0,0
427734,DJ-2800,35,35,0,,0,0
427744,AL-0500,40,40,0,,0,0
427748,DJ-2800,62,52,0,AB-0800,10,0
427752,AL-0500,41,36,0,DA-0900,5,0
427756,DJ-2800,50,50,0,,0,0
427760,AL-0500,38,38,0,DA-0900,0,1
427764,DJ-2800,52,32,1,,0,0
427770,AL-0500,56,53,0,DA-0900,3,0
427777,DJ-2800,38,38,0,AB-0800,0,0
427793,AL-0500,53,50,0,DA-0900,3,0
427809,AL-0500,35,35,0,,0,0
427814,DJ-2800,57,49,0,AB-0800,8,0
427829,DJ-2800,58,48,0,AB-0800,10,0
427833,AL-0500,56,50,0,DA-0900,6,0
427837,DJ-2800,52,34,0,AB-0800,18,0
427844,AL-0500,46,26,1,,0,0
427848,DJ-2800,59,59,0,,0,0
427852,AL-0500,55,-1,0,DA-0900,56,0
427866,DJ-2800,35,35,0,,0,0
427888,DJ-2800,53,53,0,AB-0800,0,1
427902,MK-1200,29,29,0,,0,0
427909,SP-0500,45,25,1,,0,0
427915,MK-1200,30,30,0,,0,0
427922,SP-0500,53,33,1,,0,0
427926,MK-1200,46,36,0,MS-3900,10,0
427934,SP-0500,30,30,0,EW-0500,0,1
427949,SP-0500,34,34,0,EW-0500,0,1
427963,SP-0500,42,42,0,EW-0500,0,0
427978,SP-0500,41,41,0,,0,0
427989,SP-0500,45,45,0,,0,0
428072,BG-1100,44,41,0,JN-0900,3,0
428085,BG-1100,56,43,0,JN-0900,13,0
428091,JK-0100,54,53,0,SB-1400,1,0
428130,BG-1100,58,58,0,,0,0
428159,BG-1100,32,32,0,,0,0
428167,JK-0100,44,41,0,SB-1400,3,0
428191,MB-2100,47,47,0,BW-0100,0,1
428206,MB-2100,51,51,0,,0,0
428210,DC-3200,54,46,0,AS-1900,8,0
428214,MB-2100,39,39,0,,0,0
428241,DC-3200,40,40,0,AS-1900,0,1
428246,MB-2100,51,31,1,,0,0
428307,MB-2100,28,28,0,BW-0100,0,1
428342,MB-2100,39,39,0,BW-0100,0,1
428362,DC-3200,65,69,0,AS-1900,-4,0
428378,SL-0400,54,34,1,,0,0
428384,SK-0600,50,50,0,,0,0
428388,SL-0400,53,47,0,CC-0700,6,0
428421,SK-0600,35,35,0,JH-3700,0,1
428430,SL-0400,45,45,0,,0,0
428456,SK-0600,43,43,0,,0,0
428462,SL-0400,59,32,0,CC-0700,27,0
428466,SK-0600,43,37,0,JH-3700,6,0
428481,SK-0600,41,40,0,JH-3700,1,0
428515,SL-0400,51,51,0,CC-0700,0,1
428536,HS-0200,38,39,0,DS-3300,-1,0
428561,HS-0200,19,19,0,DS-3300,0,1
428592,MS-0600,44,44,0,AR-0200,0,1
428604,HS-0200,37,37,0,DS-3300,0,1
428608,MS-0600,48,5,0,AR-0200,43,0
428622,MS-0600,53,52,0,AR-0200,1,0
428629,HS-0200,34,34,0,,0,0
428637,HS-0200,28,28,0,CD-1000,0,1
428701,JR-3700,43,30,0,AP-0400,13,0
428707,JR-3700,54,43,0,AP-0400,11,0
428711,BK-0700,50,50,0,JF-2800,0,1
428719,JR-3700,34,34,0,,0,0
428724,BK-0700,56,48,0,JF-2800,8,0
428735,BK-0700,67,47,1,,0,0
428745,JR-3700,21,21,0,AP-0400,0,1
428796,JR-3700,36,36,0,AP-0400,0,1
428817,BK-0700,41,41,0,JF-2800,0,1
428821,JR-3700,19,19,0,,0,0
428855,KH-2600,54,43,0,JC-5400,11,0
428882,KH-2600,24,24,0,,0,0
428887,SW-0500,33,33,0,QC-0400,0,1
428894,KH-2600,33,27,0,BS-2400,6,0
428904,KH-2600,41,30,0,JC-5400,11,0
428927,KH-2600,45,14,0,JC-5400,31,0
428946,KH-2600,29,29,0,JC-5400,0,1
428951,SW-0500,54,44,0,QC-0400,10,0
428975,KH-2600,49,49,0,,0,0
428982,SW-0500,43,3,0,QC-0400,40,0
428999,JF-0900,33,10,0,RM-5600,23,0
429014,JF-0900,37,37,0,QC-0400,0,1
429018,KH-2600,39,39,0,JC-5400,0,1
429026,JF-0900,30,30,0,,0,0
429030,KH-2600,43,32,0,JC-5400,11,0
429056,KH-2600,56,41,0,JC-5400,15,0
429060,JF-0900,37,37,0,QC-0400,0,1
429073,JF-0900,27,27,0,,0,0
429100,KH-2600,54,34,1,,0,0
429104,JF-0900,28,28,0,QC-0400,0,1
429135,JF-0900,28,28,0,,0,0
429160,MM-1900,26,26,0,DJ-0200,0,1
429164,SR-0800,53,39,0,PC-0900,14,0
429169,MM-1900,29,29,0,,0,0
429175,SR-0800,50,39,0,PC-0900,11,0
429204,SR-0800,52,21,0,PC-0900,31,0
429242,SR-0800,59,39,1,,0,0
429246,MM-1900,61,53,0,DJ-0200,8,0
429258,SR-0800,39,39,0,PC-0900,0,1
429275,MM-1900,50,49,0,DJ-0200,1,0
429298,MM-1900,33,33,0,DJ-0200,0,1
429309,MM-1900,30,10,1,,0,0
429335,CH-1100,53,19,0,CC-0700,34,0
429339,SK-0600,29,29,0,KF-0200,0,1
429365,CH-1100,40,40,0,TZ-0100,0,0
429381,CH-1100,31,31,0,,0,0
429385,SK-0600,46,18,0,JE-0100,28,0
429393,CH-1100,32,32,0,,0,0
429405,CH-1100,27,27,0,,0,0
429409,SK-0600,46,46,0,JE-0100,0,1
429468,SK-0600,15,15,0,,0,0
429502,JK-0100,47,41,0,SB-1400,6,0
429604,BG-1100,26,26,0,,0,0
429673,BG-1100,42,42,0,RB-4900,0,1
429684,BG-1100,51,36,0,RB-4900,15,0
429688,TM-3300,66,46,1,,0,0
429737,TM-3300,26,26,0,,0,0
429742,BG-1100,46,35,0,RB-4900,11,0
429755,BG-1100,45,-38,0,RB-4900,83,0
429785,BG-1100,42,42,0,RB-4900,0,1
429789,TM-3300,50,50,0,SB-1400,0,1
429795,BG-1100,35,35,0,,0,0
429800,TM-3300,29,29,0,,0,0
429838,PM-0300,40,40,0,CC-0700,0,1
429842,SK-0600,39,32,0,TR-1100,7,0
429846,PM-0300,46,26,1,,0,0
429850,SK-0600,59,41,0,TR-1100,18,0
429871,SK-0600,53,42,0,TR-1100,11,0
429892,SK-0600,38,38,0,,0,0
429898,PM-0300,56,56,0,CC-0700,0,0
429933,PM-0300,52,52,0,CC-0700,0,1
429937,SK-0600,49,49,0,TR-1100,0,0
429941,PM-0300,43,43,0,CC-0700,0,0
429950,PM-0300,38,38,0,CC-0700,0,1
429973,CK-0900,38,38,0,PC-0900,0,1
430028,MM-1900,51,51,0,DR-1200,0,1
430036,CK-0900,51,51,0,PC-0900,0,0
430047,CK-0900,45,45,0,TN-0400,0,1
430062,CK-0900,33,33,0,,0,0
430067,MM-1900,46,46,0,,0,0
430071,CK-0900,61,41,1,,0,0
430086,MM-1900,40,40,0,DR-1200,0,1
430127,MS-0600,52,52,0,,0,0
430131,SW-0500,28,28,0,,0,0
430142,SW-0500,49,49,0,,0,0
430153,MS-0600,36,36,0,JC-5400,0,1
430158,SW-0500,40,40,0,DS-3300,0,0
430170,SW-0500,42,42,0,DS-3300,0,1
430174,MS-0600,38,39,0,JC-5400,-1,0
430186,SW-0500,29,26,0,DS-3300,3,0
430190,MS-0600,60,51,0,JC-5400,9,0
430197,SW-0500,45,25,1,,0,0
430217,MS-0600,53,53,0,JC-5400,0,1
430234,SW-0500,51,51,0,,0,0
430249,MS-0600,58,33,0,JC-5400,25,0
430266,SW-0500,26,26,0,AC-2400,0,0
430287,PM-0300,36,36,0,JC-5400,0,1
430302,PM-0300,56,44,0,JC-5400,12,0
430306,SW-0500,61,61,0,,0,0
430388,SW-0500,37,33,0,TR-1100,4,0
430393,PM-0300,52,52,0,JC-5400,0,1
430403,SW-0500,57,37,1,,0,0
430416,SW-0500,49,49,0,,0,0
430437,PM-0300,41,41,0,JC-5400,0,1
430483,TM-3300,49,49,0,,0,0
430487,CK-0900,44,44,0,RB-4900,0,1
430504,CK-0900,29,29,0,,0,0
430509,TM-3300,50,50,0,DR-1200,0,1
430513,CK-0900,40,40,0,RB-4900,0,1
430518,TM-3300,46,46,0,DR-1200,0,0
430525,CK-0900,39,39,0,RB-4900,0,0
430552,TM-3300,63,54,0,DR-1200,9,0
430566,TM-3300,50,50,0,DR-1200,0,1
430584,TM-3300,43,43,0,,0,0
430598,TM-3300,58,52,0,DR-1200,6,0
430627,TM-3300,42,42,0,TR-1100,0,0
430647,TM-3300,46,46,0,,0,0
