pid,punter,pgro,pnet,ptb,pr,pry,pfc
105615,DZ-0100,35,35,0,,0,0
105637,NH-0700,56,-39,0,LB-1000,95,0
105663,DZ-0100,45,37,0,TH-2700,8,0
105667,NH-0700,45,25,1,,0,0
105744,TS-0500,44,9,0,ML-1700,35,0
105757,TS-0500,54,25,0,ML-1700,29,0
105764,TG-1500,35,35,0,SS-2100,0,1
105769,TS-0500,44,29,0,ML-1700,15,0
105778,TG-1500,52,32,1,,0,0
105783,TS-0500,43,43,0,ML-1700,0,0
105796,TG-1500,45,25,1,,0,0
105825,TG-1500,46,43,0,SS-2100,3,0
105839,TG-1500,55,49,0,SS-2100,6,0
105845,TS-0500,-21,-21,0,,0,0
105853,TS-0500,63,59,0,ML-1700,4,0
105857,TG-1500,42,42,0,KH-0400,0,1
105864,TS-0500,40,43,0,ML-1700,-3,0
105868,TG-1500,43,49,0,SS-2100,-6,0
105876,TS-0500,57,39,0,ML-1700,18,0
105881,TG-1500,54,41,0,SS-2100,13,0
105913,KW-0200,55,35,1,,0,0
105922,BM-0700,36,36,0,TB-3300,0,1
105927,KW-0200,55,32,0,LJ-1100,23,0
105968,KW-0200,45,45,0,LJ-1100,0,1
105974,BM-0700,45,34,0,TB-3300,11,0
105987,BM-0700,38,34,0,TB-3300,4,0
106000,KW-0200,29,29,0,,0,0
106007,KW-0200,45,41,0,LJ-1100,4,0
106011,BM-0700,49,42,0,TB-3300,7,0
106039,BM-0700,43,27,0,TB-3300,16,0
106079,BM-0700,32,21,0,TB-3300,11,0
106115,JB-3500,32,32,0,DH-4200,0,0
106119,JJ-2300,40,32,0,DG-1800,8,0
106134,JJ-2300,40,38,0,DG-1800,2,0
106162,JJ-2300,40,30,0,DG-1800,10,0
106169,JB-3500,47,46,0,DH-4200,1,0
106176,JJ-2300,38,36,0,DG-1800,2,0
106193,JJ-2300,23,23,0,,0,0
106207,JJ-2300,44,42,0,DG-1800,2,0
106223,JJ-2300,31,31,0,,0,0
106234,JB-3500,41,41,0,DH-4200,0,1
106256,JB-3500,45,45,0,DH-4200,0,1
106267,JB-3500,45,45,0,ED-0900,0,0
106295,CH-1100,46,46,0,JG-3200,0,1
106318,CH-1100,30,30,0,,0,0
106322,BB-0800,12,12,0,,0,0
106337,BB-0800,30,30,0,BS-1700,0,1
106346,CH-1100,54,54,0,,0,0
106350,BB-0800,33,33,0,,0,0
106365,CH-1100,64,64,0,,0,0
106370,BB-0800,42,32,0,BS-1700,10,0
106397,BB-0800,40,29,0,BS-1700,11,0
106435,CH-1100,47,47,0,,0,0
106456,TR-0900,55,35,1,,0,0
106473,KR-0700,36,36,0,,0,0
106503,KR-0700,49,36,0,DJ-3100,13,0
106518,KR-0700,36,36,0,DJ-3100,0,1
106523,TR-0900,49,38,0,ND-0300,11,0
106533,KR-0700,44,44,0,DJ-3100,0,1
106538,TR-0900,52,43,0,ND-0300,9,0
106559,KR-0700,46,46,0,,0,0
106575,TR-0900,20,20,0,ND-0300,0,1
106588,TR-0900,43,43,0,ND-0300,0,0
106613,KR-0700,35,35,0,,0,0
106645,SL-0100,48,40,0,TW-0400,8,0
106656,SL-0100,53,44,0,TW-0400,9,0
106676,HS-0200,40,32,0,BM-3300,8,0
106693,HS-0200,31,31,0,,0,0
106714,HS-0200,46,46,0,BM-3300,0,0
106739,SL-0100,47,47,0,,0,0
106743,HS-0200,27,27,0,,0,0
106770,HS-0200,23,23,0,BM-3300,0,1
106786,JM-4700,38,38,0,,0,0
106808,CM-2600,49,27,0,AR-0200,22,0
106834,CM-2600,40,40,0,AR-0200,0,1
106844,CM-2600,41,41,0,AR-0200,0,1
106850,JM-4700,48,48,0,,0,0
106854,CM-2600,41,41,0,AR-0200,0,1
106916,CM-2600,48,46,0,AR-0200,2,0
106928,JM-4700,56,38,0,AR-1700,18,0
106947,JM-4700,57,23,0,AR-1700,34,0
106971,CM-2600,47,49,0,AR-0200,-2,0
106983,JM-4700,22,22,0,,0,0
106990,CM-2600,52,51,0,AR-0200,1,0
107065,DS-4900,25,25,0,,0,0
107083,DS-4900,40,20,1,,0,0
107111,JB-0500,33,27,0,DH-0600,6,0
107115,DS-4900,37,35,0,JW-4600,2,0
107119,JB-0500,33,32,0,DH-0600,1,0
107124,DS-4900,44,44,0,JW-4600,0,1
107135,JB-0500,35,35,0,DH-0600,0,1
107160,DB-1500,52,58,0,TW-2100,-6,0
107168,MB-2100,61,52,0,TD-2500,9,0
107187,MB-2100,49,34,0,TD-2500,15,0
107221,DB-1500,28,28,0,TW-2100,0,1
107248,MB-2100,35,35,0,TD-2500,0,1
107253,DB-1500,48,48,0,TW-2100,0,0
107261,DB-1500,17,17,0,,0,0
107265,MB-2100,54,45,0,TD-2500,9,0
107276,DB-1500,27,27,0,,0,0
107311,CS-3700,42,38,0,DM-0500,4,0
107318,CS-3700,40,40,0,DM-0500,0,1
107353,CH-2900,33,33,0,,0,0
107399,CS-3700,34,34,0,DM-0500,0,1
107403,CH-2900,53,49,0,JL-1600,4,0
107416,CS-3700,47,47,0,DM-0500,0,1
107421,CH-2900,36,36,0,JL-1600,0,1
107428,CS-3700,34,34,0,DM-0500,0,1
107436,CH-2900,49,39,0,JL-1600,10,0
107452,CH-2900,36,35,0,JL-1600,1,0
107464,MT-2300,45,25,1,,0,0
107469,MR-2100,43,40,0,SM-3600,3,0
107473,MT-2300,44,44,0,,0,0
107484,MR-2100,32,32,0,,0,0
107491,MT-2300,27,27,0,,0,0
107516,MT-2300,40,40,0,,0,0
107521,MR-2100,36,35,0,SM-3600,1,0
107546,MT-2300,42,28,0,DW-0800,14,0
107562,MT-2300,52,32,1,,0,0
107571,MR-2100,25,25,0,SM-3600,0,1
107578,MT-2300,38,34,0,DW-0800,4,0
107582,MR-2100,27,27,0,,0,0
107632,MK-1100,44,44,0,TB-2900,0,1
107684,MK-1100,36,36,0,,0,0
107728,MK-1100,33,33,0,TB-2900,0,1
107737,SL-0400,40,20,1,,0,0
107751,SL-0400,55,55,0,,0,0
107787,TG-1500,36,36,0,,0,0
107795,CM-2600,47,47,0,ML-1700,0,1
107804,TG-1500,45,35,0,AR-1700,10,0
107825,CM-2600,46,43,0,ML-1700,3,0
107829,TG-1500,45,43,0,AR-1700,2,0
107842,TG-1500,28,28,0,,0,0
107891,CM-2600,52,39,0,ML-1700,13,0
107941,NH-0700,30,30,0,DN-1400,0,1
107983,NH-0700,47,35,0,DN-1400,12,0
107991,NH-0700,34,27,0,DN-1400,7,0
108010,CG-0300,47,39,0,TH-2700,8,0
108047,CG-0300,48,50,0,TH-2700,-2,0
108052,NH-0700,27,27,0,,0,0
108066,CG-0300,34,34,0,TH-2700,0,0
108073,CG-0300,28,28,0,TH-2700,0,1
108107,JJ-2300,50,37,0,SM-3600,13,0
108138,JJ-2300,45,25,1,,0,0
108142,MT-2300,42,42,0,ED-0900,0,0
108162,MT-2300,48,28,1,,0,0
108193,JJ-2300,24,24,0,,0,0
108205,JJ-2300,44,44,0,SM-3600,0,1
108237,CS-3700,23,23,0,BS-1700,0,1
108246,CH-1100,33,33,0,,0,0
108265,CS-3700,34,34,0,,0,0
108277,CS-3700,44,39,0,BS-1700,5,0
108281,CH-1100,43,43,0,JL-1600,0,1
108298,CS-3700,34,27,0,BS-1700,7,0
108311,CH-1100,51,51,0,JL-1600,0,0
108319,CS-3700,36,36,0,BS-1700,0,1
108327,CH-1100,44,44,0,JL-1600,0,1
108344,CH-1100,43,43,0,JL-1600,0,1
108348,CS-3700,37,37,0,BS-1700,0,1
108380,CH-1100,44,43,0,JG-0100,1,0
108390,HS-0200,42,42,0,RS-3500,0,1
108394,FF-0200,52,50,0,TW-0400,2,0
108405,FF-0200,40,40,0,,0,0
108409,HS-0200,37,36,0,RS-3500,1,0
108413,FF-0200,15,15,0,,0,0
108428,FF-0200,53,53,0,,0,0
108435,HS-0200,28,28,0,,0,0
108468,FF-0200,37,37,0,TW-0400,0,1
108487,FF-0200,29,29,0,TW-0400,0,1
108508,FF-0200,41,21,1,,0,0
108547,BM-3600,34,32,0,DH-0600,2,0
108555,DS-4900,27,27,0,,0,0
108560,BM-3600,46,45,0,DH-0600,1,0
108634,DS-4900,43,23,1,,0,0
108666,BM-3600,46,36,0,DH-0600,10,0
108699,MR-2100,41,41,0,,0,0
108703,DZ-0100,54,54,0,,0,0
108708,MR-2100,37,37,0,,0,0
108714,DZ-0100,36,36,0,,0,0
108730,DZ-0100,54,34,1,,0,0
108734,MR-2100,46,35,0,LB-1000,11,0
108739,DZ-0100,48,30,0,DW-0800,18,0
108743,MR-2100,44,1,0,LB-1000,43,0
108765,DZ-0100,29,29,0,,0,0
108786,DZ-0100,42,42,0,DW-0800,0,1
108793,MR-2100,45,45,0,LB-1000,0,1
108809,DZ-0100,34,34,0,DW-0800,0,1
108813,MR-2100,48,39,0,LB-1000,9,0
108817,DZ-0100,54,49,0,RB-0500,5,0
108833,DZ-0100,60,39,0,RB-0500,21,0
108840,MR-2100,40,20,1,,0,0
108867,JB-3500,27,27,0,,0,0
108880,JB-3500,50,39,0,ND-0300,11,0
108889,KR-0700,50,30,1,,0,0
108899,JB-3500,48,48,0,ND-0300,0,1
108905,KR-0700,21,21,0,DG-1800,0,1
108914,KR-0700,39,39,0,KR-0600,0,0
108941,JB-3500,28,28,0,ND-0300,0,1
108972,KR-0700,50,50,0,,0,0
108981,JB-3500,42,42,0,ND-0300,0,1
108987,KR-0700,27,27,0,DG-1800,0,1
109005,JB-3500,40,40,0,ND-0300,0,0
109009,KR-0700,38,38,0,DG-1800,0,1
109013,JB-3500,35,35,0,ND-0300,0,1
109035,BB-0800,41,38,0,DJ-3100,3,0
109057,BB-0800,38,28,0,DJ-3100,10,0
109062,MA-0500,31,31,0,CB-0100,0,0
109087,MA-0500,17,15,0,CB-0100,2,0
109093,BB-0800,47,22,0,DJ-3100,25,0
109121,BB-0800,44,24,1,,0,0
109129,BB-0800,22,22,0,,0,0
109146,MA-0500,34,14,1,,0,0
109150,BB-0800,33,5,0,DJ-3100,28,0
109184,BB-0800,43,43,0,,0,0
109190,MA-0500,31,31,0,,0,0
109208,MA-0500,49,44,0,CB-0100,5,0
109244,SP-1400,41,41,0,BM-3300,0,1
109248,SL-0100,36,34,0,KL-0500,2,0
109253,SP-1400,28,28,0,,0,0
109269,SP-1400,44,44,0,,0,0
109288,SP-1400,41,37,0,BM-3300,4,0
109310,SP-1400,34,34,0,,0,0
109365,SL-0100,39,39,0,,0,0
109382,DB-1500,38,38,0,,0,0
109395,JB-0500,36,16,1,,0,0
109415,JB-0500,41,43,0,TD-2500,-2,0
109422,DB-1500,51,51,0,JW-4600,0,0
109426,JB-0500,46,45,0,TD-2500,1,0
109430,DB-1500,57,43,0,JW-4600,14,0
109437,JB-0500,48,28,1,,0,0
109441,DB-1500,53,45,0,JW-4600,8,0
109466,DB-1500,50,14,0,JW-4600,36,0
109488,DB-1500,30,30,0,JW-4600,0,1
109494,JB-0500,48,36,0,TD-2500,12,0
109508,JB-0500,37,17,1,,0,0
109520,JB-0500,43,35,0,TD-2500,8,0
109543,DB-1500,47,38,0,JW-4600,9,0
109600,JF-0800,47,47,0,,0,0
109607,MK-1100,35,35,0,BE-0600,0,1
109612,JF-0800,30,30,0,DO-0200,0,1
109629,MK-1100,26,26,0,,0,0
109633,JF-0800,44,44,0,DO-0200,0,1
109709,JF-0800,47,47,0,DO-0200,0,0
109717,MK-1100,46,46,0,BE-0600,0,0
109750,TT-1700,42,42,0,,0,0
109757,TS-0500,46,40,0,KW-1100,6,0
109776,TS-0500,44,40,0,KW-1100,4,0
109799,TT-1700,44,24,1,,0,0
109815,TS-0500,41,32,0,KW-1100,9,0
109821,TT-1700,43,43,0,,0,0
109825,TS-0500,45,25,1,,0,0
109830,TT-1700,32,27,0,SS-2100,5,0
109839,TT-1700,19,19,0,,0,0
109850,TS-0500,29,29,0,,0,0
109896,CH-2900,28,28,0,AR-0200,0,1
109936,CH-2900,27,27,0,,0,0
109947,JM-4700,43,43,0,DM-0500,0,1
109967,JM-4700,25,25,0,,0,0
110007,JM-4700,35,35,0,DM-0500,0,1
110017,JM-4700,52,31,0,DM-0500,21,0
110046,CH-2900,24,11,0,AR-0200,13,0
110079,SL-0400,41,41,0,TB-3300,0,1
110084,KW-0200,48,48,0,TB-2900,0,1
110101,KW-0200,40,34,0,TB-2900,6,0
110138,SL-0400,41,41,0,TB-3300,0,1
110185,SL-0400,31,31,0,TB-3300,0,1
110239,BM-0700,44,44,0,TW-2100,0,1
110263,MB-2100,52,43,0,LJ-1100,9,0
110269,BM-0700,42,42,0,TW-2100,0,1
110273,MB-2100,41,12,0,LJ-1100,29,0
110291,BM-0700,34,34,0,TW-2100,0,1
110328,MB-2100,53,33,1,,0,0
110332,BM-0700,47,47,0,,0,0
110339,MB-2100,22,22,0,LJ-1100,0,1
110343,BM-0700,45,36,0,TW-2100,9,0
110359,BM-0700,44,44,0,TW-2100,0,1
110363,MB-2100,45,34,0,LJ-1100,11,0
110378,MB-2100,54,41,0,LJ-1100,13,0
110389,SP-1400,38,34,0,CW-3700,4,0
110393,SL-0400,58,46,0,AJ-0300,12,0
110408,SP-1400,51,52,0,CW-3700,-1,0
110417,SL-0400,53,33,1,,0,0
110436,SL-0400,32,32,0,,0,0
110442,SP-1400,44,44,0,TB-2900,0,1
110493,SP-1400,48,37,0,TB-2900,11,0
110508,SP-1400,37,37,0,TB-2900,0,1
110521,SP-1400,55,55,0,,0,0
110525,SL-0400,34,34,0,,0,0
110547,SP-1400,52,52,0,TB-2900,0,1
110552,SL-0400,34,34,0,,0,0
110556,SP-1400,41,41,0,TB-2900,0,1
110573,CH-2900,-18,-29,0,,0,0
110589,DZ-0100,52,43,0,DM-0500,9,0
110601,CH-2900,48,48,0,LB-1000,0,1
110608,DZ-0100,43,43,0,DM-0500,0,0
110630,DZ-0100,39,39,0,DM-0500,0,1
110636,CH-2900,29,29,0,LB-1000,0,1
110645,DZ-0100,29,29,0,DM-0500,0,1
110659,DZ-0100,50,42,0,DM-0500,8,0
110676,CH-2900,54,34,1,,0,0
110680,DZ-0100,48,38,0,DM-0500,10,0
110725,DZ-0100,43,43,0,DM-0500,0,1
110740,TS-0500,49,19,0,AR-1700,30,0
110772,TS-0500,65,38,0,AR-1700,27,0
110792,TS-0500,62,42,1,,0,0
110811,TS-0500,39,39,0,,0,0
110822,CM-2600,27,27,0,IB-0300,0,1
110828,TS-0500,28,28,0,,0,0
110863,TS-0500,51,46,0,AR-1700,5,0
110869,CM-2600,22,22,0,IB-0300,0,0
110884,TS-0500,59,59,0,,0,0
110899,JJ-2300,36,36,0,,0,0
110933,JJ-2300,41,41,0,LJ-1100,0,1
110937,BM-0700,46,46,0,,0,0
110961,BM-0700,35,35,0,ED-0900,0,1
110970,BM-0700,33,32,0,ED-0900,1,0
110992,BM-0700,40,24,0,ED-0900,16,0
111004,BM-0700,45,32,0,ED-0900,13,0
111008,JJ-2300,39,39,0,,0,0
111016,JJ-2300,46,26,1,,0,0
111027,JJ-2300,28,28,0,LJ-1100,0,1
111047,JJ-2300,29,27,0,LJ-1100,2,0
111088,CH-1100,45,45,0,RS-3500,0,1
111093,FF-0200,42,42,0,,0,0
111100,CH-1100,38,38,0,,0,0
111113,CH-1100,53,43,0,RS-3500,10,0
111117,FF-0200,46,21,0,BS-1700,25,0
111121,CH-1100,36,35,0,RS-3500,1,0
111130,FF-0200,26,25,0,JC-5500,1,0
111134,CH-1100,40,40,0,RS-3500,0,1
111165,CH-1100,55,55,0,,0,0
111223,FF-0200,33,21,0,BS-1700,12,0
111240,FF-0200,47,27,1,,0,0
111246,CS-3700,49,49,0,DJ-3100,0,1
111255,MA-0500,33,30,0,JL-1600,3,0
111259,CS-3700,42,42,0,,0,0
111265,MA-0500,31,30,0,JL-1600,1,0
111271,CS-3700,25,25,0,,0,0
111277,MA-0500,36,36,0,JL-1600,0,1
111296,MA-0500,46,26,1,,0,0
111300,CS-3700,46,46,0,,0,0
111307,MA-0500,24,24,0,,0,0
111311,CS-3700,47,47,0,DJ-3100,0,0
111326,CS-3700,42,42,0,DJ-3100,0,1
111345,MA-0500,37,-2,0,JL-1600,39,0
111371,CS-3700,34,17,0,DJ-3100,17,0
111400,CS-3700,30,22,0,DJ-3100,8,0
111411,CS-3700,33,33,0,DJ-3100,0,0
111453,DB-1500,33,33,0,DW-0800,0,1
111514,DB-1500,27,27,0,DW-0800,0,1
111518,MR-2100,42,42,0,RC-0100,0,0
111528,DB-1500,53,22,0,DW-0800,31,0
111542,DB-1500,33,33,0,RB-0500,0,1
111550,MR-2100,50,50,0,,0,0
111554,DB-1500,49,35,0,RB-0500,14,0
111558,MR-2100,24,24,0,,0,0
111596,KR-0700,26,26,0,TB-3300,0,0
111636,KW-0200,28,28,0,DB-1000,0,1
111668,KR-0700,29,29,0,TB-3300,0,0
111674,KW-0200,23,23,0,DB-1000,0,1
111690,KW-0200,29,25,0,ND-0300,4,0
111723,KW-0200,34,29,0,ND-0300,5,0
111736,KW-0200,49,29,1,,0,0
111762,CG-0300,49,42,0,ML-1700,7,0
111766,TG-1500,45,45,0,DN-1400,0,0
111798,CG-0300,33,33,0,ML-1700,0,1
111814,CG-0300,36,36,0,ML-1700,0,0
111896,CG-0300,34,34,0,,0,0
111964,BM-3600,44,12,0,SM-3600,32,0
111971,MT-2300,33,13,1,,0,0
111994,MT-2300,42,42,0,CR-1500,0,1
112077,NH-0700,47,34,0,AR-0200,13,0
112105,JM-4700,39,39,0,,0,0
112130,NR-0100,19,15,0,CS-1100,4,0
112138,JM-4700,36,36,0,JB-7900,0,1
112142,NH-0700,54,39,0,AR-0200,15,0
112153,NH-0700,36,36,0,AR-0200,0,0
112181,JM-4700,50,39,0,TH-2700,11,0
112190,NH-0700,42,43,0,AR-0200,-1,0
112221,JF-0800,42,42,0,DH-0600,0,1
112252,DS-4900,25,25,0,BE-0600,0,1
112309,DS-4900,21,21,0,BE-0600,0,1
112319,JF-0800,28,28,0,,0,0
112348,DS-4900,35,35,0,BE-0600,0,1
112379,JB-3500,41,21,1,,0,0
112403,TT-1700,36,36,0,,0,0
112409,JB-3500,48,43,0,KW-1100,5,0
112413,TT-1700,47,47,0,DG-1800,0,1
112417,JB-3500,54,59,0,KW-1100,-5,0
112421,TT-1700,35,35,0,,0,0
112425,JB-3500,48,43,0,KW-1100,5,0
112432,TT-1700,56,56,0,,0,0
112439,JB-3500,50,33,0,KW-1100,17,0
112450,TT-1700,33,33,0,,0,0
112454,JB-3500,54,48,0,KW-1100,6,0
112483,TT-1700,48,40,0,DG-1800,8,0
112488,JB-3500,46,42,0,KW-1100,4,0
112494,TT-1700,45,28,0,DG-1800,17,0
112515,TT-1700,49,49,0,,0,0
112602,MB-2100,45,6,0,CB-0100,39,0
112617,MB-2100,40,34,0,CB-0100,6,0
112631,MB-2100,34,32,0,CB-0100,2,0
112667,BB-0800,43,23,1,,0,0
112736,HS-0200,40,40,0,,0,0
112747,MK-1100,39,39,0,TW-0400,0,0
112791,MK-1100,34,34,0,TW-0400,0,1
112798,HS-0200,36,-17,0,DO-0200,53,0
112823,MK-1100,40,20,1,,0,0
112856,JB-0500,43,43,0,,0,0
112862,SL-0100,55,55,0,,0,0
112866,JB-0500,35,27,0,BM-3300,8,0
112878,JB-0500,43,43,0,BM-3300,0,1
112899,JB-0500,36,-40,0,BM-3300,76,0
112915,SL-0100,46,42,0,JW-4600,4,0
112920,JB-0500,46,31,0,BM-3300,15,0
112942,SL-0100,40,40,0,JW-4600,0,1
112967,JB-0500,37,37,0,BM-3300,0,1
113005,SL-0100,29,28,0,JW-4600,1,0
113017,SL-0100,26,26,0,,0,0
113039,FF-0200,45,37,0,CB-0100,8,0
113043,BB-0800,48,48,0,JG-0500,0,0
113051,FF-0200,42,32,0,CB-0100,10,0
113060,FF-0200,47,9,0,CB-0100,38,0
113070,FF-0200,-10,-10,0,,0,0
113113,FF-0200,52,42,0,CB-0100,10,0
113132,FF-0200,43,43,0,,0,0
113144,JT-4400,53,33,1,,0,0
113158,JT-4400,50,20,0,JG-0500,30,0
113164,FF-0200,44,44,0,,0,0
113168,JT-4400,39,39,0,,0,0
113178,JT-4400,18,18,0,,0,0
113200,FF-0200,37,34,0,CB-0100,3,0
113227,JJ-2300,40,30,0,TB-3300,10,0
113231,KW-0200,45,45,0,ED-0900,0,0
113256,JJ-2300,57,37,1,,0,0
113263,KW-0200,-17,-17,0,,0,0
113274,KW-0200,40,40,0,,0,0
113301,JJ-2300,38,36,0,TB-3300,2,0
113310,KW-0200,22,22,0,ED-0900,0,1
113381,BM-3600,25,25,0,,0,0
113417,BM-3600,36,36,0,,0,0
113421,MR-2100,39,39,0,,0,0
113425,BM-3600,29,29,0,DW-0800,0,1
113429,MR-2100,24,24,0,,0,0
113463,MR-2100,14,14,0,,0,0
113471,MR-2100,44,33,0,CR-1500,11,0
113537,NH-0700,48,41,0,LB-1000,7,0
113544,DZ-0100,34,30,0,TH-2700,4,0
113589,NH-0700,27,27,0,,0,0
113597,DZ-0100,37,37,0,,0,0
113619,DZ-0100,34,13,0,TH-2700,21,0
113633,DZ-0100,35,28,0,TH-2700,7,0
113637,NH-0700,16,16,0,,0,0
113651,NH-0700,-16,-38,0,,0,0
113699,TS-0500,39,35,0,DN-1400,4,0
113743,TS-0500,42,25,0,DN-1400,17,0
113761,CG-0300,26,26,0,IB-0300,0,1
113774,TS-0500,51,51,0,AD-0400,0,0
113780,CG-0300,37,37,0,,0,0
113784,TS-0500,36,27,0,AD-0400,9,0
113788,CG-0300,36,30,0,SS-2100,6,0
113796,CG-0300,31,31,0,IB-0300,0,1
113846,BM-0700,33,33,0,DS-1600,0,1
113859,JB-3500,42,42,0,,0,0
113863,BM-0700,37,30,0,DG-1800,7,0
113877,BM-0700,46,33,0,DG-1800,13,0
113959,JB-3500,49,29,1,,0,0
113977,BM-0700,48,48,0,DG-1800,0,1
113981,JB-3500,43,35,0,LJ-1100,8,0
114008,CS-3700,52,52,0,,0,0
114013,HS-0200,27,27,0,JL-1600,0,1
114029,CS-3700,34,34,0,TW-0400,0,0
114039,HS-0200,43,31,0,JL-1600,12,0
114043,CS-3700,37,40,0,TW-0400,-3,0
114056,CS-3700,34,34,0,TW-0400,0,0
114061,HS-0200,53,53,0,JL-1600,0,0
114067,CS-3700,45,45,0,TW-0400,0,1
114071,HS-0200,63,43,1,,0,0
114080,CS-3700,43,41,0,TW-0400,2,0
114086,HS-0200,33,33,0,JL-1600,0,1
114091,CS-3700,36,36,0,TW-0400,0,0
114095,HS-0200,55,47,0,JL-1600,8,0
114103,CS-3700,46,26,1,,0,0
114112,HS-0200,45,38,0,JL-1600,7,0
114117,CS-3700,41,41,0,TW-0400,0,1
114125,HS-0200,43,23,1,,0,0
114129,CS-3700,33,33,0,TW-0400,0,1
114152,CS-3700,34,34,0,TW-0400,0,0
114164,HS-0200,38,18,1,,0,0
114184,CH-1100,44,43,0,AR-0200,1,0
114219,CH-1100,25,25,0,AR-0200,0,1
114246,CH-1100,42,22,1,,0,0
114252,CH-1100,34,28,0,AR-0200,6,0
114265,CH-1100,60,40,1,,0,0
114275,JM-4700,53,33,1,,0,0
114279,CH-1100,45,46,0,AR-0200,-1,0
114328,DS-4900,39,39,0,,0,0
114337,SP-1400,52,34,0,DH-0600,18,0
114341,DS-4900,44,35,0,AJ-0300,9,0
114345,SP-1400,45,45,0,DH-0600,0,0
114360,SP-1400,48,-42,0,DH-0600,90,0
114391,SP-1400,50,36,0,DH-0600,14,0
114413,SP-1400,48,42,0,DH-0600,6,0
114448,DS-4900,45,45,0,,0,0
114453,SP-1400,43,43,0,DH-0600,0,0
114471,SP-1400,51,51,0,,0,0
114476,DS-4900,29,30,0,AJ-0300,-1,0
114480,SP-1400,36,36,0,,0,0
114503,CM-2600,34,34,0,KC-0100,0,1
114509,KR-0700,45,45,0,KR-0600,0,0
114519,CM-2600,44,49,0,ND-0300,-5,0
114529,KR-0700,17,17,0,,0,0
114545,KR-0700,42,42,0,AR-1700,0,1
114550,CM-2600,42,42,0,ND-0300,0,1
114580,CM-2600,39,39,0,ND-0300,0,1
114586,KR-0700,56,36,1,,0,0
114592,CM-2600,45,45,0,ND-0300,0,1
114598,KR-0700,46,46,0,AR-1700,0,1
114602,CM-2600,38,33,0,ND-0300,5,0
114622,KR-0700,53,53,0,,0,0
114668,KR-0700,47,37,0,KR-0600,10,0
114687,CH-2900,43,24,0,DJ-3100,19,0
114694,MA-0500,37,37,0,JS-3200,0,1
114722,MA-0500,17,17,0,,0,0
114762,CH-2900,22,22,0,DJ-3100,0,1
114779,CH-2900,32,32,0,DJ-3100,0,0
114843,MA-0500,34,34,0,JS-3200,0,1
114864,MB-2100,42,22,1,,0,0
114868,SL-0100,39,39,0,,0,0
114875,SL-0100,23,23,0,,0,0
114889,SL-0100,39,39,0,TW-2100,0,1
114899,MB-2100,35,35,0,BM-3300,0,1
114910,SL-0100,34,34,0,,0,0
114914,MB-2100,40,28,0,BM-3300,12,0
114966,SL-0100,32,30,0,TW-2100,2,0
114979,MB-2100,41,28,0,BM-3300,13,0
114990,MB-2100,48,42,0,BM-3300,6,0
114994,SL-0100,42,38,0,TW-2100,4,0
115000,MB-2100,28,28,0,,0,0
115005,SL-0100,48,34,0,TW-2100,14,0
115009,MB-2100,40,40,0,BM-3300,0,1
115016,SL-0100,38,20,0,TW-2100,18,0
115024,DB-1500,51,51,0,DO-0200,0,0
115028,MK-1100,37,32,0,TD-2500,5,0
115033,DB-1500,38,18,1,,0,0
115068,MK-1100,28,28,0,,0,0
115128,DB-1500,44,24,1,,0,0
115134,MK-1100,39,19,1,,0,0
115141,DB-1500,45,40,0,DO-0200,5,0
115159,MK-1100,43,20,0,TD-2500,23,0
115183,DB-1500,30,30,0,,0,0
115192,MK-1100,36,36,0,TD-2500,0,1
115219,JF-0800,49,46,0,JW-4600,3,0
115234,JF-0800,52,52,0,JW-4600,0,1
115275,JF-0800,40,-49,0,JW-4600,89,0
115281,JF-0800,32,32,0,,0,0
115303,BL-0200,37,37,0,,0,0
115319,BL-0200,42,34,0,BE-0600,8,0
115356,BL-0200,44,35,0,BE-0600,9,0
115360,JF-0800,32,32,0,JW-4600,0,1
115364,BL-0200,41,41,0,BE-0600,0,1
115377,BL-0200,33,13,1,,0,0
115411,TT-1700,38,38,0,,0,0
115416,TG-1500,46,43,0,KW-1100,3,0
115422,TT-1700,52,41,0,ML-1700,11,0
115433,TT-1700,43,23,1,,0,0
115457,TG-1500,35,35,0,KW-1100,0,1
115470,TG-1500,43,39,0,KW-1100,4,0
115488,TT-1700,56,0,0,ML-1700,56,0
115512,TG-1500,29,29,0,KW-1100,0,1
115516,TT-1700,71,71,0,,0,0
115524,TG-1500,47,40,0,KW-1100,7,0
115561,MT-2300,33,33,0,,0,0
115579,MT-2300,43,43,0,CW-3700,0,1
115593,SL-0400,34,29,0,SM-3600,5,0
115597,MT-2300,53,53,0,CW-3700,0,0
115618,SL-0400,41,21,1,,0,0
115631,SL-0400,35,6,0,SM-3600,29,0
115653,MT-2300,39,36,0,CW-3700,3,0
115660,SL-0400,38,38,0,CM-3100,0,0
115722,SP-1400,45,-28,0,ED-0900,73,0
115744,JJ-2300,41,21,1,,0,0
115751,SP-1400,49,44,0,ED-0900,5,0
115767,SP-1400,46,38,0,ED-0900,8,0
115772,JJ-2300,39,35,0,AJ-0300,4,0
115776,SP-1400,42,42,0,ED-0900,0,1
115801,SP-1400,34,34,0,ED-0900,0,0
115834,JJ-2300,48,28,1,,0,0
115839,SP-1400,48,34,0,ED-0900,14,0
115846,JJ-2300,26,22,0,AJ-0300,4,0
115854,SP-1400,49,49,0,ED-0900,0,1
115858,JJ-2300,40,40,0,AJ-0300,0,0
