pid,psr,ints,iry
61401,JF-1400,MP-1000,5
61413,PM-0200,SM-0200,0
61452,JF-1400,DM-0100,3
61491,PM-0200,ZT-0100,17
61710,JK-1500,AB-1000,0
61743,TB-2300,AW-1800,0
61766,RJ-1200,OS-0800,1
61862,AV-0200,TL-0500,22
61871,TG-1600,SB-2000,0
61925,TG-1600,VG-0200,13
61964,TG-1600,MC-2100,5
61996,VT-0200,EW-0300,0
62089,DC-4400,TV-0200,0
62363,KW-0500,MM-3400,2
62383,ML-2600,KH-1700,15
62387,KW-0500,DE-1200,0
62429,ML-2600,AW-1300,16
62438,KW-0500,DG-2400,31
62722,EG-0600,KB-2400,21
62736,CH-2900,DS-4000,0
62884,JP-3200,TL-1300,13
62980,CB-0900,FW-0200,20
62986,CB-0900,KL-0500,0
63014,CB-0900,KL-0500,12
63066,EG-0600,AH-2700,0
63076,EG-0600,DB-6000,43
63104,EG-0600,AH-2700,0
63121,EG-0600,AH-2700,0
63124,TC-2600,RW-4100,10
63136,TC-2600,MM-2300,1
63147,TC-2600,AP-2000,-3
63476,JG-0600,DE-1200,0
63510,JG-0600,BB-3600,28
63574,SM-2400,AH-2000,3
63621,JK-1500,SR-1100,0
63665,JK-1500,KB-2400,0
63756,DM-2200,DW-4600,5
63788,RL-0300,JT-3400,50
63849,RL-0300,WH-0100,33
64028,BF-0100,AA-1200,0
64084,BF-0100,RB-4600,7
64125,CC-1400,NW-0200,2
64147,CC-1400,BH-0500,4
64189,BF-0100,AA-1200,0
64214,JF-1400,AG-0800,60
64279,JF-1400,VG-0200,63
64298,JF-1400,DR-2100,28
64482,PM-0200,SK-0500,40
64582,RG-0200,RM-3300,3
64650,DF-1300,TJ-0800,23
64816,JM-4500,RB-0700,0
64871,BJ-1400,RM-3400,4
64977,BJ-1400,TP-0400,10
64995,TB-2300,DM-1000,0
65015,KW-0500,TB-3700,52
65019,KW-0500,TB-3400,4
65089,TB-2300,LF-0300,18
65222,DC-4400,WA-0200,17
65251,DC-4400,WA-0200,10
65293,KC-2000,EM-0800,0
65300,KC-2000,RG-2000,14
65375,BG-1900,DH-2100,22
65555,CB-0900,NW-0200,35
65690,AV-0200,BM-0200,23
65836,CW-1300,AA-1200,6
65971,CW-1300,JC-1500,0
65976,JK-1500,BB-2500,4
66044,TC-2600,CC-0800,10
66053,JK-1500,RJ-0300,52
66080,SM-2700,CF-1500,32
66085,TC-2600,MR-1600,0
66114,SM-2700,DM-1500,14
66123,SM-2700,DM-1500,16
66210,PM-0200,AP-1700,2
66218,JG-0600,JB-7900,13
66247,PM-0200,ZB-0300,48
66255,PM-0200,RH-2700,19
66280,PM-0200,AP-1700,7
66363,EG-0600,AB-0900,26
66714,AB-2900,AP-1600,0
66789,AB-2900,LM-1300,0
67118,JP-3200,GD-0300,6
67188,JP-3200,JP-2100,0
67398,SM-2400,CS-1100,45
67412,SM-2400,ML-2300,2
67432,DC-4400,RC-1900,8
67721,BJ-1400,BY-0300,25
67726,KW-0500,DA-0100,6
67732,KW-0500,JL-3400,15
67762,DM-2200,GW-0600,14
67878,TG-1600,AH-1000,8
67895,CC-1400,DB-2800,56
68100,EG-0600,JB-7900,30
68217,PM-0200,RW-4100,47
68305,JM-4500,BW-1100,0
68509,JK-1500,DA-0100,15
68682,TC-2600,MB-2900,0
68851,BG-1900,KM-2400,56
69020,AB-2900,JH-4400,35
69051,ML-2600,FT-0200,0
69134,VT-0200,MV-0400,12
69193,VT-0200,TB-3700,0
69228,RG-0200,KL-0500,0
69315,RG-0200,TK-0700,43
69415,KS-2300,RG-2000,11
69495,DC-4400,BA-0300,13
69508,TB-1900,BA-0300,22
69558,DF-1300,WW-0700,0
69660,DF-1300,MR-1300,5
69794,QC-0100,FS-0400,0
69837,TB-0200,IR-0300,42
69903,AV-0200,AP-1700,12
69968,AV-0200,LS-0300,0
69981,AV-0200,AP-1700,24
70007,AV-0200,JW-5500,11
70103,MB-4500,KT-0200,9
70152,MB-4500,TW-2900,14
70268,JP-3200,LA-0600,43
70426,CC-1400,JB-2900,21
70563,AV-0200,RH-3100,16
70621,CW-1300,BS-3300,44
70725,JK-1500,AB-1000,0
70743,MB-4500,KK-0100,29
70968,KC-2000,DW-4600,6
71048,BF-0100,BU-0200,41
71092,JM-4500,DS-1600,14
71265,TB-1900,AD-1700,0
71297,TC-2600,TJ-2500,-4
71325,TB-2300,CF-1500,49
71365,TC-2600,TB-3700,24
71379,TB-2300,EL-0400,9
71428,TC-2600,AP-1600,0
71579,RG-0200,JW-6300,0
71602,TG-1600,TS-2400,9
71657,DF-1300,BT-0500,5
71746,DM-2200,RH-1100,22
71766,DF-1300,TV-0200,0
71958,JG-0600,AW-1300,11
72047,KW-0500,ZB-0300,20
72082,JG-0600,AW-1300,0
72159,BJ-1400,TF-0100,3
72220,BJ-1400,KS-0300,19
72342,MH-1600,CM-1800,0
72366,BG-1900,MR-1300,25
72384,MH-1600,JS-5300,0
72484,PM-0200,BM-0200,37
72497,PM-0200,JT-0900,4
72562,PM-0200,BM-0200,41
72843,DF-1300,DR-3600,0
72857,DF-1300,WT-0100,2
72877,RG-0200,RH-1100,16
72887,DF-1300,WT-0100,11
72948,TB-2300,CW-0900,23
73012,AV-0200,LM-1300,21
73121,BJ-1400,TP-0400,0
73138,JM-4500,DA-0100,18
73240,BJ-1400,RM-3400,0
73271,TC-2600,JC-5500,4
73324,MB-4500,AH-2700,0
73350,MB-4500,AH-2700,97
73426,TB-1900,TL-1300,59
73460,TB-1900,CC-1800,5
73692,PM-0200,AA-1200,27
73898,TG-1600,JS-5300,18
73992,JK-1500,JH-3300,5
74055,JK-1500,DR-2100,30
74065,JK-1500,JF-0500,37
74074,JF-1400,ZB-0300,0
74191,JF-1400,JW-1600,16
74206,JF-1400,ZB-0300,0
74350,QC-0100,IC-0100,38
74439,BF-0100,ER-0300,0
74544,DM-2200,DW-2800,0
74597,DM-2200,LA-0600,10
74653,TB-0200,BD-0700,15
74673,DM-2200,DG-2500,0
74684,TB-0200,BD-0700,0
74758,EG-0600,CS-1100,10
74942,AB-2900,GW-1700,0
75004,AB-2900,DB-2800,0
75226,SM-2400,TJ-0800,16
75229,RG-0200,ER-0300,13
75307,SM-2400,EA-0400,19
75474,DM-2200,DS-2900,0
75548,QC-0100,RM-3000,24
75586,QC-0100,KL-0500,8
75720,CC-1400,BS-3300,7
75741,CC-1400,NC-0200,0
75886,JK-1500,DS-4000,0
75907,JK-1500,RL-0600,30
75984,JK-1500,RL-0600,64
76009,KW-0500,JH-4400,30
76095,KW-0500,DM-3500,10
76194,TC-2600,BJ-2500,35
76254,TC-2600,TW-2900,69
76291,TC-2600,TW-2900,6
76361,TG-1600,RB-1700,8
76455,TG-1600,RM-3300,0
76634,SW-2400,MM-2400,10
76801,MH-1600,DT-0700,3
76848,MM-2800,DW-1400,15
76968,AB-2900,RB-0700,15
77035,AB-2900,DJ-0300,29
77042,AB-2900,RB-0700,5
77118,AB-2900,RB-0700,36
77353,VT-0200,NH-0300,3
77401,VT-0200,NH-0300,14
77470,EG-0600,RB-0700,6
77538,EG-0600,DB-4200,53
77691,CW-1300,DB-0900,23
77923,JK-1500,JG-1300,0
77926,KS-2300,KK-0100,12
77952,KS-2300,AH-2000,1
77960,KS-2300,JS-4600,7
77986,KS-2300,KK-0100,0
78294,RG-0200,DO-0200,15
78327,RG-0200,KK-0400,6
78446,LW-0400,MB-4100,0
78459,TD-1100,WH-0800,0
78485,TD-1100,WH-0200,39
78573,SW-2400,DS-1600,15
78612,SW-2400,BH-0500,8
78639,SW-2400,MM-2700,38
78735,TG-1600,JC-5500,0
78794,TG-1600,HN-0400,2
78797,MB-4500,JW-6300,23
78840,JF-1400,RB-4600,29
78865,CC-1400,BM-0200,26
78927,MV-0300,PS-1000,4
78960,MV-0300,PS-1000,41
79033,VT-0200,NC-0200,0
79131,VT-0200,PH-0100,17
79218,DM-2200,WA-0200,0
79402,DF-1300,IC-0100,5
79441,DF-1300,KL-1500,0
79588,KW-0500,DM-0100,11
79616,PM-0200,DB-2800,0
79683,MG-1600,EL-0400,15
79752,TC-2600,AD-1700,36
79815,TB-0200,KM-0500,11
79861,AB-2900,CB-0100,12
79871,AB-2900,FS-0400,0
79884,AB-2900,DW-2800,0
79963,CW-1300,TL-0500,46
79966,CW-1300,OS-0800,9
80021,TB-2300,DG-2400,14
80058,TB-2300,DG-2400,43
80093,CW-1300,OS-0800,76
80182,MB-4500,JA-3100,14
80201,MB-4500,KT-0800,67
80226,MB-4500,RC-1900,14
80412,QC-0100,MC-0600,0
80428,BG-1900,JB-7900,26
80436,BG-1900,RW-0700,0
80473,PM-0200,DO-0200,0
80494,BG-1900,RP-1000,18
80581,BG-1900,DM-0100,1
80592,AV-0200,AF-1400,0
80703,TB-3200,SG-0200,0
80740,TB-3200,BM-0200,100
80782,AB-2900,ZB-0300,0
80801,AB-2900,ZB-0300,0
80824,AB-2900,LS-0300,0
80860,AB-2900,JW-5500,29
80899,KC-2000,DS-1600,9
81014,KC-2000,BJ-2500,0
81133,VT-0200,TJ-0800,33
81173,VT-0200,MP-1600,22
81246,KS-2300,RJ-0300,0
81275,KS-2300,DB-6000,19
81315,TM-0200,AH-2700,0
81340,TC-2600,DT-1900,7
81350,TC-2600,DT-1900,0
81409,TD-1400,MP-0600,5
81430,TG-1600,IK-0100,22
81504,TD-1400,EW-0300,10
81540,KW-0500,AA-1200,0
81543,MV-0300,DM-1000,43
81579,KW-0500,RB-4600,16
81662,KW-0500,CW-2100,1
81733,JK-1500,SR-1100,3
81833,CD-1500,GF-0200,0
81869,TB-0200,AW-1500,61
81985,JP-3200,AP-1200,0
82034,KD-0600,JL-3400,2
82052,SK-0400,RC-2000,18
82121,AF-0300,DA-0100,0
82225,SW-2400,CM-1200,0
82289,SW-2400,CH-1800,0
82472,DM-2200,DJ-0300,9
82550,BJ-1400,DM-2900,0
82573,BJ-1400,TV-0200,0
82607,BJ-1400,BD-0700,0
82614,BJ-1400,DM-2900,59
82652,BF-0100,AP-1700,4
82747,JG-0600,TW-2900,0
82885,JF-1400,DS-4000,26
82943,JM-4500,DM-2900,18
82986,DM-2200,JA-3100,39
83045,SM-0900,RC-2000,15
83058,SM-0900,CE-0500,0
83107,TB-2300,JH-2000,5
83248,EG-0600,CS-1100,19
83276,KS-2300,CM-1200,18
83279,EG-0600,BA-0300,0
83395,EG-0600,BA-0300,32
83422,BF-0100,AW-1300,29
83433,KW-0500,DS-1600,0
83451,BF-0100,KH-1700,45
83508,BF-0100,TP-1700,34
83539,BF-0100,TP-1700,1
83544,BF-0100,AW-1300,32
83556,BF-0100,DM-1000,20
83656,KS-2300,TB-3700,0
83734,KS-2300,TJ-2500,19
83740,KS-2300,LM-1300,11
83897,DM-2200,AW-1300,0
83954,KW-0500,TL-0500,47
84009,KW-0500,OS-0800,30
84069,KC-2000,TP-0400,6
84110,KC-2000,JP-2500,2
84111,JG-0600,WA-0200,0
84185,KC-2000,ZB-0300,20
84245,DB-2600,AB-1000,24
84267,DB-2600,DA-0100,13
84536,CR-0600,DM-3500,22
84624,JM-4500,WO-0100,6
84647,DC-4400,RA-1400,0
84685,DC-4400,MB-4100,16
84725,GF-0400,AM-2400,0
84850,TG-1600,DM-1500,24
85069,KW-0500,KW-0600,-2
85089,BG-1900,AW-1300,3
85103,BG-1900,DD-0500,29
85399,MB-4500,MW-0800,40
85585,MM-2800,BM-0200,28
85791,RG-0200,WW-0700,2
85933,AB-2900,DB-4200,23
86015,TT-1700,JA-0700,0
86107,DM-2200,LS-0300,8
86129,SM-2400,SB-0200,1
86130,DM-2200,AD-1700,2
86209,SM-0900,BT-0100,17
86344,JP-3200,CB-0100,2
86398,QC-0100,AG-0800,0
86487,DC-0700,LG-0300,7
86517,KS-2300,TB-3700,6
86522,KS-2300,MV-0400,0
86624,KS-2300,TB-3700,-2
86717,JM-4500,FW-0500,14
86987,CR-0600,DB-4200,97
87051,JH-1700,MF-0400,7
87103,MM-2800,MM-3400,40
87244,GF-0400,KL-0100,71
87291,GF-0400,BB-2500,1
87332,GF-0400,RG-2000,0
87427,SM-2400,DC-2400,52
87511,PM-0200,DR-2700,21
87526,PM-0200,JF-2100,0
87560,PM-0200,PS-1000,0
87573,JF-1400,DM-0100,30
87707,TG-1600,MM-2400,1
87755,TG-1600,MM-2400,29
88043,BF-0100,DS-2600,17
88083,AB-2900,MM-2700,0
88099,AB-2900,DS-1600,44
88195,TB-2300,JD-0200,0
88288,VT-0200,VG-0200,90
88368,DC-0700,JS-1500,25
88452,DB-3800,AG-0800,34
88490,DC-0700,VF-0100,25
88627,JG-0600,DO-0200,0
88761,JP-3200,IK-0100,27
88875,KW-0500,JS-1700,31
88942,KC-2000,AA-1500,2
88985,KW-0500,WP-0200,0
89035,RG-0200,JP-3600,30
89112,RG-0200,JP-3600,84
89166,KS-2300,CW-3700,3
89210,SM-0900,TV-0200,1
89293,DW-5000,BD-0700,0
89359,JP-3200,MW-1500,40
89443,JP-3200,DE-0400,20
89462,DB-3800,JL-3100,7
89500,AB-2900,RA-1400,0
89651,JM-4500,SK-0500,5
89847,JH-1700,MA-0900,78
89878,BF-0100,CC-1800,43
89912,JH-1700,DS-1600,0
89941,JH-1700,MM-2700,0
90006,JH-1700,TM-1100,0
90043,DC-0700,IB-0100,0
90189,VT-0200,SW-2100,0
90197,VT-0200,DR-2700,7
90314,CP-0900,BM-0200,62
90329,DC-4400,MM-3400,0
90341,DC-4400,DG-2400,6
90344,RP-0500,CC-1500,33
90354,RP-0500,TC-1100,13
90407,DC-4400,DG-2400,0
90467,DC-4400,DG-2400,10
90503,TB-2300,MM-1100,25
90528,TG-1600,OS-0800,-1
90588,TG-1600,TL-0500,0
90801,TD-1400,WP-0200,1
90963,QC-0100,SB-1700,29
91083,JG-0600,CB-0100,0
91119,DW-5000,ZB-0300,0
91204,TC-2600,AD-1700,16
91326,GF-0400,KM-0500,8
91403,JK-1500,AA-1200,0
91528,KW-0500,SR-0600,30
91543,KW-0500,DJ-0300,20
91588,KW-0500,BK-0600,31
91617,KW-0500,DB-4200,39
91651,KC-2000,DB-0900,22
91700,KC-2000,JL-3100,38
91973,BJ-1400,BS-2000,51
92022,AS-1400,SQ-0100,25
92059,BJ-1400,OG-0400,6
92207,AB-2900,CH-1800,49
92250,AB-2900,CC-1800,0
92384,BF-0100,DM-3500,4
92486,MT-2300,DD-0100,3
92519,CP-0900,JC-5500,0
92635,JF-1400,EW-0300,5
92731,JF-1400,GW-0600,42
92738,JF-1400,GW-0600,16
92749,JF-1400,GW-0600,13
92767,SM-2400,RW-4100,18
92860,SM-2400,RW-4100,82
92919,SM-2400,PB-0800,0
92931,SM-2400,RW-4100,0
92955,DM-2200,EB-1700,7
93008,DC-0700,BD-0700,27
93050,DC-0700,BT-0500,0
93174,TC-2600,JP-3600,27
93187,TC-2600,CS-1100,0
93238,KS-2300,RG-2000,0
93266,TM-0200,AD-0300,0
93374,TB-2300,RM-3300,16
93389,TB-2300,DE-0400,46
93450,KW-0500,GE-0200,0
93479,JM-1100,DW-4600,1
93547,QC-0100,DB-2800,0
93678,DC-4400,RT-1200,46
93784,DC-4400,RT-1200,23
93860,BG-1900,RL-0600,4
93923,BG-1900,ER-0100,21
93933,BG-1900,GB-0300,0
94034,BJ-1400,KC-0300,0
94087,CM-2600,DS-3100,0
94099,DJ-1800,WS-0100,0
94110,DJ-1800,DS-3100,35
94124,DJ-1800,DB-4200,0
94238,DB-2600,TJ-0800,8
94283,DB-2600,PB-0800,81
94307,DB-2600,TJ-0800,27
94320,JP-3200,RH-3100,13
94450,RP-0500,CR-0800,0
94479,RP-0500,KL-0500,7
94524,KC-2000,DR-3300,0
94666,BG-1900,RH-1100,2
94680,DB-3800,DO-0200,20
94782,DB-3800,DO-0200,28
94888,JK-1500,WH-0200,0
94924,JK-1500,WH-0200,0
94929,PM-0200,AH-2000,0
94963,JK-1500,IB-0100,4
95175,TB-2300,PS-1000,1
95249,TB-2300,SM-0200,0
95436,TM-0200,SK-0500,1
95465,TG-1600,DR-2100,0
95512,CP-0900,GW-0600,0
95676,JM-1100,TP-0400,50
95690,JM-1100,JW-1600,37
95875,SM-2400,FS-0400,0
95910,SM-2400,CB-0100,0
95928,SM-2400,FS-0400,0
95985,TC-2600,RL-0600,0
96024,TC-2600,CM-1200,0
96077,KH-2100,PB-0600,6
96108,KH-2100,ER-0100,59
96214,JM-4500,KG-0400,72
96225,JM-4500,DS-1600,1
96278,JM-4500,NW-0200,25
96309,TM-0200,KK-0100,17
96311,JK-1500,LF-0400,6
96325,JK-1500,LF-0400,25
96395,TM-0200,JB-7900,5
96421,JK-1500,DT-1900,0
96474,QC-0100,JP-2000,21
96868,CR-0600,MP-1000,12
96931,PM-0200,AM-2100,32
96966,DC-4400,CC-1800,20
97114,JH-1700,CC-1500,0
97123,TB-2300,BW-1100,0
97191,TB-2300,MB-3200,0
97241,TB-2300,MA-0900,22
97391,KC-2000,JB-4100,-1
97486,DB-3800,EW-0300,5
97508,DB-3800,JB-3000,45
97522,TG-1600,KL-1700,26
97586,TG-1600,DE-0400,0
97710,RG-0200,GW-1700,2
97733,RG-0200,TF-0500,0
97775,TC-2600,RB-0700,9
97780,BJ-1400,EL-0400,7
97962,DG-0600,AD-1700,9
98057,DG-0600,LS-0300,10
98079,PR-0100,JB-2900,16
98086,PR-0100,SK-0500,17
98103,PR-0100,JB-2900,9
98143,AB-2900,IO-0100,78
98187,PR-0100,MH-2000,0
98307,JF-1400,MR-0400,31
98356,BG-1900,SM-0200,15
98369,BG-1900,PS-1000,40
98425,TD-1400,ZB-0300,8
98544,TD-1400,AP-1700,0
98586,QC-0100,AW-1500,0
98607,QC-0100,RH-2200,3
98675,QC-0100,AW-1500,0
98692,QC-0100,AW-1500,0
98860,RF-0100,RB-4600,0
98940,MB-4500,AT-0400,32
98994,MB-4500,BH-0500,0
99073,MB-4500,WD-0500,18
99299,CC-1400,ED-0100,16
99807,RL-1400,NC-0200,10
99833,RL-1400,NC-0200,29
99856,RL-1400,NC-0200,0
99930,RL-1400,ER-0300,21
100077,JG-0600,KI-0100,0
100110,DC-4400,DA-0100,0
100136,DC-4400,ML-1800,14
100207,DC-4400,DR-2100,12
100275,RG-0200,DE-0400,13
100439,DM-2200,BK-0600,14
100538,BJ-1400,AH-1000,0
100660,MB-4800,DE-1200,0
100698,TD-1400,KH-1700,0
100710,TD-1400,DB-2800,0
100814,TM-0200,MP-1000,31
100821,PM-0200,BA-0300,8
100845,PM-0200,ML-2300,46
100884,PM-0200,BA-0300,25
100982,TM-0200,JT-3200,11
101010,JB-3800,DW-1400,28
101055,JB-3800,DT-1900,1
101061,JB-3800,JP-3600,12
101150,JH-1700,CW-0900,0
101304,RF-0100,JL-3400,0
101361,RF-0100,BK-0600,0
101365,RJ-1200,RH-3100,6
101394,RF-0100,JL-3400,0
101585,TD-1400,DR-3300,7
101633,MH-1600,DH-2100,15
101953,TG-1600,BR-1300,0
101959,TG-1600,TS-1300,3
102005,RG-0200,MP-0600,25
102085,CC-1400,GB-0500,6
102180,HB-0400,BR-1500,18
102211,BG-1900,TL-0500,0
102413,AB-2900,CD-2000,9
102427,AB-2900,KC-0300,5
102564,CP-0900,EL-0400,3
102701,JP-3200,RH-1400,17
102750,JP-3200,RH-1400,0
102821,JP-3200,RH-1400,30
102939,PM-0200,FS-0400,12
102971,PM-0200,IO-0100,4
103192,JP-3200,KH-1700,36
103211,MB-4800,DS-4000,3
103284,MB-4800,DB-0900,3
103348,JB-3800,GM-0400,19
103350,MV-0300,BH-0500,11
103605,DB-2600,TL-0500,29
103707,DM-2200,MB-4100,0
103880,TM-0200,LS-0100,25
103884,TC-2600,BA-0300,5
103921,TC-2600,DW-1400,23
104017,JH-1700,DR-3300,0
104076,JH-1700,DR-3300,0
104162,DC-0700,AH-2000,102
104259,DC-0700,LT-0300,4
104311,PM-0200,PS-0400,31
104685,DB-3800,JD-0200,38
104769,DB-3800,DA-0100,13
104840,SM-0900,AC-1800,9
105040,DC-4400,WS-0100,0
105051,DC-4400,AS-1200,0
105256,BF-0100,PS-1000,0
105340,RL-1400,NW-0200,4
105356,RL-1400,DS-1600,89
105465,JP-3200,CF-1600,3
105494,JP-3200,SS-2600,0
105586,JK-1500,ER-0100,0
105602,JK-1500,AT-0400,25
105700,JK-1500,ER-0100,21
105792,RP-0500,DS-2600,4
106013,TB-2300,BU-0200,0
106030,JM-4500,OS-0800,22
106170,JH-1700,MA-0900,14
106230,JH-1700,NW-0200,3
106306,SM-0900,JC-5500,0
106360,PR-0100,MM-2400,0
106443,SM-0900,DC-1700,7
106477,KC-2000,KM-2400,6
106993,TM-0200,KM-0500,13
107073,JG-0600,EW-0300,1
107233,DB-3800,KH-1700,2
107305,DB-3800,DM-1000,0
107313,SM-2400,AG-0800,12
107336,DC-0700,SR-1100,0
107412,SM-2400,MC-2100,0
107455,DC-0700,LS-0300,10
107625,BG-1900,RW-4100,98
107835,MV-0300,KI-0100,10
107893,AB-2900,JB-4100,4
107985,TC-2600,KK-0100,0
108089,JH-1700,MJ-2200,0
108131,CP-0900,TL-1300,0
108252,DC-0700,MM-2400,35
108294,MB-4500,EB-1700,0
108401,PM-0200,RW-3100,0
108684,DB-2600,EW-0300,19
108797,JB-3800,PS-1000,16
108909,BF-0100,GB-0500,0
108920,BF-0100,JB-5300,23
108921,DC-4400,MA-0900,0
108936,DC-4400,DS-1600,14
108974,BF-0100,GB-0500,20
109097,KC-2000,IO-0100,27
109131,KC-2000,DT-0400,19
109168,SM-0900,JS-1700,0
109270,DM-2200,AW-1500,35
109357,JP-3200,BT-0500,3
109498,DB-3800,QS-0200,0
109538,JG-0600,RH-1100,0
109577,MH-1600,DW-0600,8
109587,BG-1900,SS-2600,0
109721,MH-1600,DO-0200,22
109795,RP-0500,BK-0600,-7
109842,RP-0500,DS-3100,2
109864,RP-0500,JL-3400,0
109899,TM-0200,PS-0400,25
109922,TM-0200,LS-0300,0
109994,TM-0200,DM-2600,-2
110175,RG-0200,TB-3400,48
110284,MB-4800,MB-4100,0
110419,JP-3200,EB-0400,2
110543,RG-0200,KL-0500,0
110565,JP-3200,TJ-0800,0
110583,SM-2400,BS-1300,0
110667,SM-2400,JT-3200,7
110671,JB-3800,LS-0300,28
110683,SM-2400,CW-2400,0
110757,RP-0500,KC-0300,41
110804,RP-0500,AA-1200,24
110840,CW-1300,KB-2100,22
110852,CW-1300,JC-1500,37
110921,JH-1700,RM-3400,33
111135,CH-4900,FB-0800,26
111184,MB-4500,RW-3100,0
111188,CH-4900,AB-0900,6
111396,KC-2000,MS-4700,0
111407,KC-2000,JP-3800,0
111417,DB-3800,ZT-0100,7
111751,TC-2600,DC-0900,25
111826,AB-2900,AH-2700,0
111864,AB-2900,EL-0400,0
111870,TC-2600,FT-0200,31
111892,AB-2900,AH-2700,4
111930,DB-2600,SG-0300,0
111950,DB-2600,AB-1000,5
112282,TG-1600,OH-0500,0
112386,RJ-1200,ND-0400,29
112463,BF-0100,BK-0600,31
112478,BF-0100,RB-0700,0
112495,BF-0100,DJ-0300,58
112511,BF-0100,BK-0600,0
112593,KW-0500,JT-3400,2
112706,SB-0700,DG-0900,0
112781,SB-0700,MP-1000,53
112810,PM-0200,DO-0200,0
113056,DW-5000,ME-0400,29
113064,DW-5000,DR-3300,-2
113135,DW-5000,RW-3100,5
113206,PR-0100,ME-0400,0
113220,JH-1700,TB-3400,27
113250,TB-2300,CC-1100,11
113266,JH-1700,WM-0500,2
113276,JH-1700,BH-0400,0
113502,JF-1400,NC-0200,1
113609,JK-1500,CW-2400,98
113722,TC-2600,MM-3400,23
113770,TC-2600,EM-0900,13
113791,DB-4600,CF-1500,0
113797,RP-0500,EL-0400,7
113834,TC-2600,EM-0900,0
113919,BF-0100,DM-2900,35
113955,JM-4500,TW-2900,0
114225,KS-2300,MM-2400,53
114400,JP-3200,RC-2600,0
114408,JP-3200,GW-0600,50
114431,JP-3200,MM-1100,1
114444,JM-2900,RC-2600,0
114538,DC-4400,RB-4600,9
114553,DC-4400,JB-4100,0
114574,DC-4400,KC-0300,36
114627,MV-0300,RB-2700,20
114892,KW-0500,BT-0500,23
114957,KW-0500,TV-0200,0
115142,SB-0700,AM-2400,8
115151,SB-0700,DE-0400,16
115227,JG-0600,RT-1200,16
115239,JG-0600,KL-1500,0
115305,MH-1600,TP-0400,19
115392,MH-1600,RH-2700,1
115525,BJ-1400,JB-2900,14
115716,CP-0900,RW-4100,0
115786,JP-3200,TL-1300,31
116000,JB-3800,FT-0200,0
116057,JB-3800,FT-0200,6
116173,RP-0500,CH-0500,2
116297,CH-4900,TP-0400,6
116361,CH-4900,TP-0400,35
116465,TC-2600,MM-2400,11
116591,TC-2600,AA-2000,22
116729,JM-1100,MP-0600,4
116742,JM-1100,GW-0600,49
116777,DB-2600,RS-0900,6
116796,DB-2600,TJ-2500,0
116875,DB-2600,TL-0500,4
116882,DB-2600,TB-3700,39
117055,BG-1900,JM-3200,0
117091,TM-0200,AG-0800,70
117222,TM-0200,AG-0800,65
117272,DB-3800,TS-1300,-5
117313,DB-3800,RW-4100,10
117348,DB-3800,TJ-0800,0
117446,MH-1600,BT-0500,0
117459,MH-1600,BT-0500,18
117485,AF-0300,AS-1000,4
117508,MH-1600,SB-1700,12
117639,MV-0300,DJ-0300,21
117751,PM-0200,KB-2400,5
117808,PM-0200,LS-0300,0
117832,PM-0200,TW-2200,0
117961,DW-5000,RB-3400,19
118106,BF-0100,GB-0500,0
118223,DC-4400,DS-1600,66
118235,JM-4500,BM-0200,0
118310,JF-1400,BH-1700,9
118358,CC-1400,JF-2100,30
118372,CC-1400,JH-0200,0
118397,MV-0300,KL-1500,27
118445,MV-0300,KL-1500,40
119024,JK-1500,JC-5500,0
119083,PM-0200,DH-1000,6
119347,BG-1900,MM-1100,2
119519,MM-2800,SQ-0100,4
119581,DC-0700,ER-0100,20
119722,DC-0700,CW-2400,0
119877,RG-0200,PS-1000,22
120135,CH-4900,JH-2000,11
120155,CH-4900,SW-1500,-2
120227,AF-0300,FS-0400,0
120425,TM-0200,MM-3400,62
120459,CW-1300,BA-0300,-1
120653,JG-0600,VH-0400,3
120767,MB-4800,DS-4000,0
120815,MB-4800,DB-0900,15
120878,JP-3200,TF-0500,-4
120930,SM-2400,TB-3700,7
120970,TB-2300,RC-1400,24
121065,JP-3200,TP-0400,28
121167,JG-0600,RH-2200,1
121273,AF-0300,RW-3100,0
121306,AF-0300,PH-0900,16
121309,CH-4900,SB-0200,80
121353,DC-4400,SM-0200,0
121379,JF-1400,JB-5300,1
121404,DC-4400,BM-0200,0
121510,MV-0300,JG-2200,3
121554,MM-2800,AA-1200,1
121578,MM-2800,JB-4100,22
121635,MM-2800,KM-0500,0
121732,TC-2600,AM-2100,0
121797,JB-3800,MJ-0300,0
122051,JK-1500,FT-0200,0
122098,JK-1500,FT-0200,43
122154,BF-0100,KT-0250,31
122159,DB-2600,DS-1600,19
122226,DB-2600,ND-0400,0
122263,BF-0100,NC-0200,0
122338,PM-0200,DJ-2600,1
122475,PM-0200,BS-1800,32
122589,MB-4500,PS-0400,32
122779,TG-1600,KL-1700,0
122830,BG-1900,TA-0900,0
122852,BG-1900,RW-4100,16
122962,SB-0700,EB-0400,3
123072,JM-1100,RT-1200,30
123076,JM-1100,AS-1000,15
123126,JM-1100,RT-1200,3
123212,DC-0700,DT-0400,22
123470,TB-2300,DA-0100,23
123507,SK-0400,CS-1100,30
123665,KC-2000,ML-1600,0
123801,AF-0300,SW-1500,0
123860,TG-1600,RW-4100,1
124100,JK-1500,NC-0200,42
124107,JK-1500,AB-3000,13
124130,TC-2600,KB-2100,2
124136,MV-0300,RG-2000,0
124195,KH-2100,GM-0400,17
