pid,fgxp,fkicker,dist,good
463158,XP,GG-0100,20,0
463166,XP,MB-4600,20,1
463181,XP,MB-4600,20,1
463226,FG,MB-4600,39,1
463250,XP,JK-0200,20,1
463269,XP,MB-4600,20,1
463293,FG,JK-0200,36,1
463308,XP,MB-4600,20,1
463339,XP,SJ-0300,20,1
463373,XP,JS-1100,20,1
463385,FG,SJ-0300,26,1
463402,XP,SJ-0300,20,1
463412,XP,JS-1100,20,1
463417,XP,SJ-0300,20,1
463431,XP,JS-1100,20,1
463438,XP,JS-1100,20,1
463454,FG,JS-1100,19,1
463476,XP,SJ-0300,20,1
463479,XP,JS-1100,20,1
463495,XP,JR-1100,20,1
463515,XP,OM-0100,20,1
463525,FG,JR-1100,33,1
463538,FG,JR-1100,44,1
463546,XP,JR-1100,20,1
463560,XP,JR-1100,20,1
463568,FG,JR-1100,22,1
463572,XP,JR-1100,20,1
463597,FG,JR-1100,36,1
463599,XP,OM-0100,20,1
463622,FG,OM-0100,43,0
463640,XP,OM-0100,20,1
463659,XP,GH-0600,20,1
463678,XP,GH-0600,20,1
463688,FG,JB-7100,38,1
463715,FG,JB-7100,45,1
463719,XP,GH-0600,20,1
463742,FG,JB-7100,46,0
463751,XP,GH-0600,20,1
463766,FG,GH-0600,40,1
463789,XP,JB-7100,20,1
463825,FG,DC-0500,47,1
463836,XP,DC-0500,20,1
463866,FG,NF-0300,35,1
463951,FG,NF-0300,42,1
463988,FG,SH-0400,32,1
464010,FG,JF-0900,36,1
464029,FG,JF-0900,48,1
464052,XP,JF-0900,20,1
464069,FG,JF-0900,55,1
464081,FG,JF-0900,23,1
464088,FG,SH-0400,40,0
464111,FG,JF-0900,49,0
464116,FG,JF-0900,49,1
464130,FG,SH-0400,30,1
464141,XP,JF-0900,20,1
464152,XP,SH-0400,20,1
464157,XP,JF-0900,20,1
464162,XP,JF-0900,20,1
464188,XP,NK-0200,20,1
464216,XP,NK-0200,20,1
464234,XP,NK-0200,20,1
464286,FG,NK-0200,48,1
464300,XP,NK-0200,20,1
464316,XP,DA-0300,20,1
464329,XP,DB-5500,20,1
464365,XP,DA-0300,20,1
464384,FG,DB-5500,50,1
464399,FG,DB-5500,43,1
464406,XP,DB-5500,20,1
464412,FG,DA-0300,39,1
464427,FG,DA-0300,50,1
464434,XP,DA-0300,20,1
464441,FG,DA-0300,28,1
464452,XP,DB-5500,20,1
464484,FG,RL-1300,21,1
464515,XP,LT-1100,20,1
464544,XP,LT-1100,20,1
464579,XP,LT-1100,20,1
464664,XP,BC-3000,20,1
464674,FG,NR-0100,52,0
464695,XP,BC-3000,20,1
464713,XP,BC-3000,20,1
464722,XP,NR-0100,20,1
464728,XP,BC-3000,20,1
464745,FG,NR-0100,24,1
464761,FG,NR-0100,42,1
464788,XP,NR-0100,20,1
464827,XP,NK-0200,20,1
464876,FG,NK-0200,25,1
464890,XP,NK-0200,20,1
464916,XP,NK-0200,20,1
464933,XP,NK-0200,20,1
464945,FG,NK-0200,39,1
464953,XP,JR-1100,20,1
464976,XP,PD-0200,20,1
465006,XP,CS-4000,20,1
465026,FG,CS-4000,25,1
465048,FG,CS-4000,39,1
465063,FG,CS-4000,34,1
465073,FG,PD-0200,23,1
465083,FG,CS-4000,20,1
465103,XP,PD-0200,20,1
465119,FG,DB-5500,42,1
465139,XP,DB-5500,20,1
465155,FG,DB-5500,20,1
465165,XP,GG-0100,20,1
465178,XP,DB-5500,20,1
465194,FG,DB-5500,35,0
465205,XP,DB-5500,20,1
465211,XP,GG-0100,20,1
465222,FG,DB-5500,20,1
465276,FG,DB-5500,39,1
465295,XP,RB-2200,20,1
465307,XP,RB-2200,20,1
465319,XP,RB-2200,20,1
465347,FG,NR-0100,37,1
465369,FG,RB-2200,30,1
465382,XP,NR-0100,20,1
465403,XP,RB-2200,20,1
465433,XP,NR-0100,20,1
465467,XP,AV-0400,20,1
465492,FG,JS-1100,22,1
465506,XP,AV-0400,20,1
465523,XP,JS-1100,20,1
465546,XP,AV-0400,20,1
465560,FG,AV-0400,34,1
465570,XP,JS-1100,20,1
465588,FG,AV-0400,37,1
465611,XP,JS-1100,20,1
465613,XP,AV-0400,20,1
465640,FG,JB-7100,37,1
465649,FG,JB-7100,52,1
465683,XP,RS-3400,20,1
465701,XP,RS-3400,20,1
465726,FG,RS-3400,53,1
465762,FG,RS-3400,38,1
465789,XP,JB-7100,20,1
465793,XP,RS-3400,20,1
465816,FG,DC-0500,48,0
465851,XP,RL-0900,20,1
465861,FG,RL-0900,29,1
465871,XP,DC-0500,20,1
465884,FG,DC-0500,61,0
465905,XP,RL-0900,20,1
465915,FG,DC-0500,53,0
465935,XP,DC-0500,20,1
465952,FG,DC-0500,48,0
465989,XP,DR-0600,20,1
466002,XP,CB-0700,20,1
466019,XP,CB-0700,20,1
466031,FG,DR-0600,41,1
466050,XP,DR-0600,20,1
466088,FG,CB-0700,30,1
466108,FG,CB-0700,26,1
466119,FG,DR-0600,28,1
466129,FG,DR-0600,34,1
466140,FG,JK-0200,28,1
466162,FG,JK-0200,29,1
466183,XP,JK-0200,20,1
466204,FG,JF-0900,23,1
466213,FG,JK-0200,24,1
466239,FG,JK-0200,43,1
466278,FG,JF-0900,30,1
466299,XP,GH-0600,20,1
466310,XP,BC-3000,20,1
466325,XP,BC-3000,20,1
466337,XP,BC-3000,20,1
466365,XP,GH-0600,20,1
466388,FG,GH-0600,47,1
466399,FG,BC-3000,33,1
466413,XP,GH-0600,20,1
466419,FG,BC-3000,32,1
466447,FG,BC-3000,27,1
466478,XP,LT-1100,20,1
466492,FG,DA-0300,34,1
466502,XP,LT-1100,20,1
466522,FG,LT-1100,25,1
466527,XP,LT-1100,20,1
466556,XP,DA-0300,20,1
466585,XP,LT-1100,20,1
466589,XP,DA-0300,20,1
466597,XP,DA-0300,20,1
466616,XP,DA-0300,20,1
466622,XP,DA-0300,20,1
466637,XP,OM-0100,20,1
466654,XP,MB-4600,20,1
466674,FG,MB-4600,27,1
466686,FG,OM-0100,38,1
466702,XP,MB-4600,20,1
466715,XP,MB-4600,20,1
466733,FG,MB-4600,25,1
466742,XP,MB-4600,20,1
466792,XP,NF-0300,20,1
466840,XP,SS-3100,20,1
466850,FG,NF-0300,25,1
466863,FG,SS-3100,42,1
466878,XP,SS-3100,20,1
466888,XP,NF-0300,20,1
466910,FG,NF-0300,34,1
466956,XP,SJ-0300,20,1
466969,XP,SH-0400,20,1
466977,XP,SH-0400,20,1
466987,XP,SJ-0300,20,1
466997,FG,SH-0400,46,1
467031,FG,SJ-0300,49,1
467054,FG,SJ-0300,35,1
467062,FG,SH-0400,35,1
467069,FG,SJ-0300,47,1
467078,XP,SJ-0300,20,1
467088,FG,SH-0400,45,1
467107,XP,SJ-0300,20,1
467130,FG,MC-3000,31,1
467139,XP,SG-1100,20,1
467158,XP,MC-3000,20,1
467191,XP,MC-3000,20,1
467196,XP,SG-1100,20,1
467206,XP,SG-1100,20,1
467221,XP,MC-3000,20,1
467237,FG,MC-3000,19,1
467245,FG,SG-1100,38,1
467257,XP,SG-1100,20,1
467287,XP,RL-1300,20,1
467303,FG,RG-1500,29,1
467313,XP,RG-1500,20,1
467337,XP,RG-1500,20,1
467364,FG,RG-1500,23,1
467370,XP,RG-1500,20,1
467377,XP,RL-1300,20,1
467386,XP,RG-1500,20,1
467399,FG,RG-1500,34,1
467420,FG,RG-1500,20,1
467464,FG,SS-3100,26,1
467484,XP,SS-3100,20,1
467508,XP,SS-3100,20,1
467520,FG,SS-3100,29,1
467526,FG,SS-3100,41,0
467549,XP,SS-3100,20,1
467577,FG,JK-0200,27,1
467602,XP,JF-0900,20,1
467612,XP,JF-0900,20,1
467627,FG,JF-0900,49,0
467638,FG,DB-5500,42,1
467642,XP,JF-0900,20,1
467659,XP,DB-5500,20,1
467697,FG,DB-5500,53,1
467710,XP,DB-5500,20,1
467736,FG,JF-0900,49,1
467747,XP,DB-5500,20,0
467758,FG,JF-0900,48,1
467771,FG,RL-0900,26,1
467791,XP,SG-1100,20,1
467807,XP,SG-1100,20,1
467828,FG,SG-1100,34,1
467842,XP,SG-1100,20,1
467858,XP,SG-1100,20,1
467898,FG,SG-1100,26,1
467933,FG,RG-1500,37,1
467944,XP,RG-1500,20,1
467955,XP,NF-0300,20,1
467960,XP,NF-0300,20,1
467982,XP,NF-0300,20,1
467992,XP,RG-1500,20,1
468002,FG,NF-0300,26,1
468011,XP,RG-1500,20,1
468020,XP,RG-1500,20,1
468026,XP,NF-0300,20,1
468033,XP,RG-1500,20,1
468046,FG,NF-0300,34,1
468055,FG,RG-1500,35,0
468104,XP,PD-0200,20,1
468121,FG,BC-3000,27,1
468127,XP,BC-3000,20,1
468143,FG,BC-3000,40,1
468154,FG,PD-0200,30,1
468161,XP,BC-3000,20,1
468232,XP,RS-3400,20,1
468254,XP,RS-3400,20,1
468268,FG,RS-3400,35,1
468282,XP,RS-3400,20,1
468295,XP,RB-2200,20,1
468307,FG,RS-3400,48,0
468310,XP,RS-3400,20,1
468340,FG,RS-3400,42,1
468349,XP,RB-2200,20,1
468409,XP,JB-7100,20,1
468453,XP,JR-1100,20,1
468462,FG,JB-7100,43,1
468470,XP,JR-1100,20,1
468496,FG,JB-7100,30,1
468517,FG,JR-1100,34,0
468531,XP,JB-7100,20,1
468539,FG,JR-1100,47,1
468544,FG,JB-7100,28,1
468576,FG,DR-0600,39,1
468601,FG,DC-0500,40,1
468609,XP,DR-0600,20,1
468623,XP,DC-0500,20,1
468645,XP,DC-0500,20,1
468669,XP,DR-0600,20,1
468682,XP,DC-0500,20,1
468697,FG,DC-0500,28,1
468714,XP,DR-0600,20,1
468722,FG,DR-0600,47,1
468727,XP,DR-0600,20,1
468767,XP,OM-0100,20,1
468772,FG,CB-0700,46,1
468784,XP,CB-0700,20,1
468799,XP,CB-0700,20,1
468816,FG,CB-0700,44,0
468833,XP,CB-0700,20,1
468845,XP,CB-0700,20,1
468864,XP,CB-0700,20,1
468887,FG,GG-0100,48,1
468900,XP,GG-0100,20,1
468917,FG,JS-1100,44,0
468934,XP,JS-1100,20,1
468988,FG,JS-1100,34,1
469004,XP,GG-0100,20,1
469033,XP,JS-1100,20,1
469051,FG,GG-0100,31,1
469053,XP,SJ-0300,20,1
469079,XP,AV-0400,20,1
469095,FG,AV-0400,30,1
469105,FG,SJ-0300,59,1
469122,FG,SJ-0300,38,1
469134,XP,AV-0400,20,1
469140,FG,SJ-0300,54,0
469159,FG,SJ-0300,51,1
469177,XP,AV-0400,20,1
469192,FG,SJ-0300,45,1
469203,XP,AV-0400,20,1
469227,XP,SJ-0300,20,1
469260,XP,NR-0100,20,1
469274,XP,NR-0100,20,1
469300,FG,NR-0100,34,1
469308,XP,SH-0400,20,1
469316,FG,NR-0100,54,1
469324,FG,SH-0400,27,1
469334,FG,NR-0100,57,1
469349,XP,SH-0400,20,1
469373,XP,SH-0400,20,1
469403,XP,MC-3000,20,1
469418,XP,MC-3000,20,1
469435,XP,LT-1100,20,1
469450,XP,LT-1100,20,1
469458,XP,MC-3000,20,1
469480,FG,MC-3000,31,1
469487,FG,LT-1100,38,1
469493,XP,MC-3000,20,1
469524,XP,MC-3000,20,1
469534,XP,MC-3000,20,1
469560,XP,CS-4000,20,1
469588,XP,CS-4000,20,0
469614,FG,NK-0200,20,1
469641,XP,NK-0200,20,1
469659,XP,CS-4000,20,1
469672,FG,NK-0200,28,1
469677,XP,CS-4000,20,1
469686,XP,CS-4000,20,1
469697,XP,NK-0200,20,1
469739,FG,GH-0600,52,1
469751,XP,GH-0600,20,1
469763,XP,MB-4600,20,1
469825,XP,MB-4600,20,1
469851,XP,GH-0600,20,1
469884,XP,DA-0300,20,1
469941,XP,RL-1300,20,1
469948,FG,DA-0300,54,0
469956,FG,RL-1300,30,1
469970,XP,RL-1300,20,1
469999,XP,DA-0300,20,1
470010,XP,RL-1300,20,1
470045,XP,MB-4600,20,1
470062,XP,MB-4600,20,1
470114,XP,MB-4600,20,1
470124,FG,JK-0200,23,1
470131,FG,MB-4600,47,1
470148,XP,MB-4600,20,1
470193,XP,JK-0200,20,1
470200,XP,SS-3100,20,1
470219,XP,SS-3100,20,1
470236,FG,PD-0200,19,1
470250,XP,SS-3100,20,1
470258,XP,SS-3100,20,1
470270,FG,SS-3100,41,1
470294,XP,SS-3100,20,1
470317,FG,SS-3100,24,1
470405,FG,DR-0600,55,1
470427,XP,DR-0600,20,1
470441,FG,DR-0600,37,1
470451,XP,RL-1300,20,1
470469,FG,RL-1300,27,1
470479,XP,DR-0600,20,1
470503,FG,RL-1300,48,1
470564,FG,RG-1500,30,1
470613,FG,MC-3000,23,1
470625,XP,MC-3000,20,1
470679,FG,AV-0400,48,1
470692,FG,RB-2200,26,1
470705,FG,AV-0400,44,1
470718,FG,RB-2200,42,1
470731,XP,AV-0400,20,1
470742,FG,RB-2200,61,0
470753,XP,RB-2200,20,1
470762,XP,AV-0400,20,1
470773,XP,RB-2200,20,1
470832,FG,AV-0400,43,1
470845,FG,RS-3400,30,1
470889,XP,SJ-0300,20,1
470920,FG,SJ-0300,38,1
470940,XP,RS-3400,20,1
470952,XP,SJ-0300,20,1
470973,XP,SJ-0300,20,1
470981,XP,SJ-0300,20,1
471022,XP,SG-1100,20,1
471036,FG,DC-0500,40,0
471041,XP,SG-1100,20,1
471085,FG,SG-1100,28,1
471092,XP,SG-1100,20,1
471105,XP,SG-1100,20,1
471121,XP,SG-1100,20,1
471169,XP,DC-0500,20,1
471196,FG,LT-1100,20,1
471205,FG,GG-0100,30,0
471234,XP,LT-1100,20,1
471243,XP,GG-0100,20,1
471257,XP,LT-1100,20,1
471276,FG,LT-1100,39,0
471314,XP,GG-0100,20,1
471344,FG,BC-3000,25,1
471370,FG,CS-4000,29,0
471390,FG,BC-3000,47,1
471434,XP,BC-3000,20,1
471452,XP,CS-4000,20,1
471497,XP,NR-0100,20,1
471514,FG,NR-0100,26,1
471525,XP,JS-1100,20,1
471532,XP,NR-0100,20,1
471544,FG,JS-1100,39,1
471559,XP,JS-1100,20,1
471569,FG,NR-0100,33,1
471594,XP,NR-0100,20,1
471614,XP,NR-0100,20,1
471622,FG,JS-1100,46,0
471653,FG,CB-0700,43,1
471670,XP,GH-0600,20,1
471699,XP,CB-0700,20,1
471735,FG,GH-0600,45,1
471741,FG,CB-0700,32,1
471754,XP,CB-0700,20,1
471768,FG,GH-0600,38,1
471784,FG,CB-0700,48,1
471813,FG,NF-0300,28,1
471838,XP,NF-0300,20,1
471869,XP,NF-0300,20,1
471877,XP,RL-0900,20,1
471893,XP,NF-0300,20,1
471921,XP,NF-0300,20,1
471929,XP,NF-0300,20,1
471979,XP,DA-0300,20,1
471989,XP,DB-5500,20,1
472061,FG,DA-0300,43,1
472073,FG,DB-5500,52,0
472078,FG,DA-0300,22,1
472100,XP,DB-5500,20,1
472133,XP,JR-1100,20,1
472146,FG,JR-1100,39,1
472164,XP,JF-0900,20,1
472195,XP,JR-1100,20,1
472209,XP,JR-1100,20,1
472217,XP,JR-1100,20,1
472270,XP,JR-1100,20,1
472317,XP,SH-0400,20,1
472327,XP,NK-0200,20,1
472340,FG,NK-0200,42,1
472355,FG,NK-0200,45,1
472372,FG,NK-0200,47,1
472384,XP,NK-0200,20,1
472393,FG,NK-0200,37,1
472406,XP,SH-0400,20,1
472416,FG,NK-0200,53,0
472428,XP,NK-0200,20,1
472430,XP,SH-0400,20,1
472461,XP,SH-0400,20,1
472474,XP,OM-0100,20,1
472517,FG,JB-7100,32,1
472559,FG,JB-7100,27,1
472573,FG,OM-0100,31,1
472595,FG,OM-0100,38,1
472621,FG,OM-0100,34,1
472638,FG,GH-0600,26,1
472653,XP,GH-0600,20,1
472662,XP,OM-0100,20,1
472676,XP,GH-0600,20,1
472684,XP,OM-0100,20,1
472699,FG,OM-0100,29,1
472714,XP,OM-0100,20,1
472726,FG,GH-0600,22,1
472735,XP,OM-0100,20,1
472751,FG,OM-0100,39,1
472775,XP,GH-0600,20,1
472788,FG,GH-0600,21,1
472805,XP,OM-0100,20,1
472877,XP,AV-0400,20,1
472906,XP,NF-0300,20,1
472917,FG,AV-0400,47,1
472936,XP,NF-0300,20,1
472950,FG,AV-0400,32,1
472967,FG,AV-0400,50,1
472973,FG,NF-0300,32,1
472988,FG,BC-3000,19,1
473006,XP,RS-3400,20,1
473042,XP,BC-3000,20,1
473063,FG,BC-3000,29,1
473072,FG,BC-3000,29,1
473082,XP,BC-3000,20,1
473105,XP,BC-3000,20,1
473126,FG,DA-0300,41,0
473151,XP,MC-3000,20,1
473172,XP,MC-3000,20,1
473182,FG,DA-0300,29,1
473196,XP,DA-0300,20,1
473210,XP,MC-3000,20,1
473234,FG,DA-0300,34,0
473289,XP,SS-3100,20,1
473304,XP,BC-3000,20,1
473308,XP,BC-3000,20,1
473331,XP,BC-3000,20,1
473344,FG,SS-3100,43,0
473358,XP,SS-3100,20,1
473378,XP,SS-3100,20,1
473389,FG,SS-3100,35,1
473409,FG,BC-3000,24,1
473422,XP,SS-3100,20,1
473451,XP,MB-4600,20,1
473467,XP,MC-3000,20,1
473469,XP,MB-4600,20,1
473483,XP,MC-3000,20,1
473503,XP,MC-3000,20,1
473511,XP,MC-3000,20,1
473525,XP,MC-3000,20,1
473539,XP,MC-3000,20,1
473549,XP,MB-4600,20,1
473554,FG,MC-3000,50,0
473567,FG,MC-3000,43,1
473579,FG,MC-3000,32,1
473594,XP,RG-1500,20,1
473620,XP,RG-1500,20,1
473637,XP,RG-1500,20,1
473696,XP,RG-1500,20,1
473705,FG,OM-0100,30,1
473724,XP,OM-0100,20,1
473742,XP,RG-1500,20,1
473751,XP,OM-0100,20,1
473759,XP,OM-0100,20,1
473782,FG,NF-0300,30,0
473793,FG,SG-1100,34,1
473812,XP,NF-0300,20,1
473840,XP,NF-0300,20,1
473887,XP,NF-0300,20,1
473914,FG,SG-1100,35,1
473918,XP,NF-0300,20,1
473927,XP,SG-1100,20,1
473938,XP,MC-3000,20,1
473974,XP,MC-3000,20,1
474051,XP,RG-1500,20,1
474072,XP,MC-3000,20,1
474078,XP,RG-1500,20,1
474115,XP,SS-3100,20,1
474149,FG,SS-3100,20,1
474162,XP,SS-3100,20,1
474167,XP,SS-3100,20,1
474176,FG,NF-0300,42,1
474185,XP,NF-0300,20,1
474239,XP,NF-0300,20,1
474276,XP,MC-3000,20,1
474279,XP,MC-3000,20,1
474293,FG,SS-3100,33,1
474311,XP,MC-3000,20,1
474320,XP,SS-3100,20,1
474335,XP,SS-3100,20,1
474349,FG,SS-3100,52,0
474374,XP,MC-3000,20,1
474396,FG,MC-3000,23,1
474415,XP,MC-3000,20,1
474426,XP,MC-3000,20,1
474434,XP,JK-0200,20,1
474444,XP,MC-3000,20,1
474460,FG,JK-0200,30,1
474466,XP,JK-0200,20,1
474483,XP,MC-3000,20,1
474510,FG,JK-0200,38,1
474512,XP,MC-3000,20,1
474517,XP,JK-0200,20,1
474541,XP,MC-3000,20,1
474567,XP,JK-0200,20,1
474592,FG,RG-1500,41,1
474604,FG,MB-4600,48,1
474616,XP,RG-1500,20,1
474634,FG,RG-1500,23,1
474656,FG,RG-1500,26,1
474675,FG,MB-4600,25,1
474684,XP,RG-1500,20,1
474689,XP,RG-1500,20,1
474774,FG,NR-0100,25,1
474780,XP,NR-0100,20,1
474786,XP,NR-0100,20,1
474806,XP,NR-0100,20,1
474822,FG,NR-0100,29,1
474829,XP,NR-0100,20,1
474878,FG,AV-0400,37,0
474883,XP,AV-0400,20,1
474910,XP,RL-0900,20,1
474941,XP,RL-0900,20,1
474952,FG,RS-3400,49,0
474961,FG,RL-0900,29,1
474967,FG,RL-0900,38,1
474980,XP,RS-3400,20,1
475009,XP,RL-0900,20,1
475021,XP,RL-0900,20,1
475032,XP,RL-0900,20,1
475079,XP,JS-1100,20,1
475114,FG,JS-1100,48,1
475137,FG,RB-2200,66,0
475163,FG,JS-1100,21,1
475166,XP,RB-2200,20,1
475178,FG,JS-1100,45,1
475204,XP,RB-2200,20,1
475237,FG,MN-0800,24,1
475253,XP,MN-0800,20,1
475267,FG,MN-0800,47,1
475273,XP,PD-0200,20,1
475288,XP,PD-0200,20,1
475322,FG,PD-0200,20,1
475370,XP,MN-0800,20,1
475388,XP,MN-0800,20,1
475407,XP,JB-7100,20,1
475417,XP,AH-2600,20,1
475429,XP,AH-2600,20,1
475455,FG,JB-7100,49,1
475485,FG,AH-2600,34,1
475499,FG,JB-7100,47,0
475509,XP,AH-2600,20,1
475522,FG,JB-7100,23,1
475543,XP,AH-2600,20,1
475572,XP,BC-3000,20,1
475597,XP,BC-3000,20,1
475610,XP,SS-3100,20,1
475635,XP,BC-3000,20,1
475673,FG,BC-3000,29,1
475713,FG,BC-3000,30,1
475736,FG,JH-0900,23,1
475741,FG,CB-0700,38,1
475746,XP,CB-0700,20,1
475759,FG,JH-0900,28,1
475784,XP,JH-0900,20,1
475799,XP,JH-0900,20,1
475810,FG,CB-0700,31,1
475828,XP,JH-0900,20,1
475879,XP,CB-0700,20,1
475895,XP,RL-1300,20,1
475905,XP,MS-0600,20,1
475932,FG,RL-1300,33,1
475941,XP,RL-1300,20,1
475983,XP,MS-0600,20,1
476018,FG,MS-0600,40,1
476031,XP,MS-0600,20,1
476067,XP,LT-1100,20,1
476078,FG,GG-0100,39,0
476097,XP,GG-0100,20,1
476117,XP,LT-1100,20,1
476124,XP,GG-0100,20,1
476132,XP,GG-0100,20,1
476169,FG,LT-1100,38,0
476181,XP,GG-0100,20,1
476214,XP,JF-0900,20,1
476219,XP,OM-0100,20,1
476270,FG,JF-0900,36,0
476276,XP,OM-0100,20,1
476290,XP,JF-0900,20,1
476300,XP,OM-0100,20,1
476326,XP,JF-0900,20,1
476336,XP,JF-0900,20,1
476397,FG,DA-0300,27,1
476406,FG,DA-0300,24,1
476423,FG,DA-0300,31,1
476437,XP,DA-0300,20,1
476455,XP,SH-0400,20,1
476482,FG,SH-0400,39,1
476501,FG,DA-0300,18,1
476509,XP,SH-0400,20,1
476511,XP,DA-0300,20,1
476517,XP,DA-0300,20,1
476540,XP,DB-0200,20,1
476592,FG,DB-0200,34,1
476603,XP,NF-0300,20,1
476620,XP,DB-0200,20,1
476631,FG,NF-0300,34,1
476644,XP,DB-0200,20,1
476653,XP,NF-0300,20,1
476673,XP,NF-0300,20,1
476691,FG,NF-0300,50,1
476713,XP,DC-0500,20,1
476722,XP,SG-0800,20,1
476736,XP,SG-0800,20,1
476781,FG,SG-0800,48,0
476791,XP,DC-0500,20,1
476804,XP,SG-0800,20,1
476815,FG,DC-0500,20,1
476826,XP,SG-0800,20,1
476841,FG,SG-0800,20,1
476862,XP,SG-0800,20,1
476872,XP,DC-0500,20,1
476900,FG,MP-2100,28,1
476926,XP,SJ-0300,20,1
476932,FG,SJ-0300,37,1
476955,FG,MP-2100,56,0
476968,FG,SJ-0300,21,1
476979,FG,SJ-0300,63,1
476986,XP,MP-2100,20,1
477011,FG,MP-2100,30,1
477023,XP,SJ-0300,20,1
477053,XP,MP-2100,20,1
477086,XP,SS-3100,20,1
477101,XP,SS-3100,20,1
477124,FG,SS-3100,20,1
477157,XP,SS-3100,20,1
477171,FG,SS-3100,41,0
477246,FG,RB-2200,34,0
477260,FG,RB-2200,25,1
477270,XP,BC-3000,20,1
477282,XP,RB-2200,20,1
477287,FG,BC-3000,41,1
477297,XP,RB-2200,20,1
477316,FG,RB-2200,43,1
477334,FG,RB-2200,39,1
477347,FG,BC-3000,29,1
477363,FG,RB-2200,33,1
477373,XP,NF-0300,20,1
477395,FG,JS-1100,55,1
477404,FG,NF-0300,38,1
477440,FG,NF-0300,45,1
477468,XP,NF-0300,20,1
477475,XP,NF-0300,20,1
477483,FG,NF-0300,23,1
477538,XP,JF-0900,20,1
477556,FG,GG-0100,26,1
477574,XP,GG-0100,20,1
477585,FG,GG-0100,30,0
477616,XP,JF-0900,20,1
477635,FG,GG-0100,23,1
477639,XP,JF-0900,20,1
477667,FG,GG-0100,34,1
477716,XP,SJ-0300,20,1
477726,XP,SJ-0300,20,1
477738,FG,RL-0900,25,1
477745,XP,SJ-0300,20,1
477756,FG,RL-0900,39,0
477762,XP,RL-0900,20,1
477782,XP,RL-0900,20,1
477796,XP,RL-0900,20,1
477807,XP,SJ-0300,20,1
477819,XP,RL-0900,20,1
477826,XP,SJ-0300,20,1
477843,XP,RL-0900,20,1
477880,XP,RL-1300,20,1
477902,FG,RL-1300,22,1
477916,XP,RL-1300,20,1
477934,XP,CB-0700,20,1
477957,FG,CB-0700,36,1
477971,FG,RL-1300,29,1
477981,XP,CB-0700,20,1
477999,XP,CB-0700,20,1
478026,XP,RG-1500,20,1
478040,FG,JK-0200,31,1
478049,XP,JK-0200,20,1
478064,FG,JK-0200,29,1
478075,FG,JK-0200,53,1
478087,FG,RG-1500,42,1
478098,FG,RG-1500,38,1
478111,XP,JK-0200,20,1
478135,XP,JK-0200,20,1
478190,XP,OM-0100,20,1
478197,FG,OM-0100,20,1
478213,FG,OM-0100,33,1
478227,XP,MC-3000,20,1
478265,XP,MC-3000,20,1
478273,FG,MC-3000,37,1
478284,FG,MC-3000,19,1
478296,FG,MC-3000,34,1
478310,FG,OM-0100,21,1
478328,XP,MC-3000,20,1
478338,XP,OM-0100,20,1
478352,FG,AV-0400,39,1
478379,FG,AV-0400,27,1
478393,XP,PD-0200,20,1
478404,FG,AV-0400,52,1
478417,XP,PD-0200,20,1
478438,FG,AV-0400,36,1
478466,FG,PD-0200,20,1
478486,XP,PD-0200,20,1
478494,FG,PD-0200,23,1
478509,XP,AV-0400,20,1
478522,XP,JH-0900,20,1
478530,FG,RS-3400,33,1
478542,FG,RS-3400,44,0
478571,XP,JH-0900,20,1
478585,FG,JH-0900,51,1
478594,FG,JH-0900,28,1
478627,XP,JH-0900,20,1
478635,XP,JH-0900,20,1
478645,XP,JH-0900,20,1
478661,XP,JH-0900,20,1
478689,FG,DB-0200,21,0
478716,XP,DA-0300,20,1
478731,XP,DA-0300,20,1
478746,XP,DB-0200,20,1
478772,XP,DB-0200,20,1
478787,XP,DA-0300,20,1
478798,FG,DA-0300,55,1
478809,XP,DB-0200,20,1
478826,FG,DB-0200,48,1
478834,FG,DB-0200,19,1
478852,XP,MP-2100,20,1
478889,FG,MN-0800,45,1
478906,FG,MP-2100,34,1
478919,XP,MP-2100,20,1
478928,FG,MN-0800,37,1
478950,FG,MN-0800,23,1
478957,XP,MP-2100,20,1
478963,XP,MN-0800,20,1
479014,FG,NR-0100,23,1
479027,FG,NR-0100,22,1
479036,FG,DC-0500,42,1
479048,XP,NR-0100,20,1
479063,FG,DC-0500,22,0
479075,FG,DC-0500,34,0
479084,FG,NR-0100,36,1
479107,XP,DC-0500,20,1
479131,FG,DC-0500,34,1
479138,XP,NR-0100,20,1
479183,XP,SG-0800,20,1
479192,XP,NN-0200,20,1
479208,FG,SG-0800,22,1
479229,XP,SG-0800,20,1
479245,FG,SG-0800,47,1
479282,XP,NN-0200,20,1
479308,XP,NN-0200,20,1
479320,XP,SG-0800,20,1
479353,XP,MB-4600,20,1
479368,XP,AH-2600,20,1
479381,FG,AH-2600,22,1
479399,XP,MB-4600,20,1
479407,FG,AH-2600,63,0
479416,XP,MB-4600,20,1
479422,XP,AH-2600,20,1
479429,XP,AH-2600,20,1
479450,XP,AH-2600,20,1
479466,XP,MB-4600,20,1
479480,XP,MB-4600,20,1
479512,FG,JB-7100,21,1
479524,XP,LT-1100,20,1
479535,FG,JB-7100,25,1
479555,XP,LT-1100,20,1
479591,XP,LT-1100,20,1
479602,FG,JB-7100,27,1
479616,XP,LT-1100,20,1
479631,XP,JB-7100,20,1
479710,FG,OM-0100,35,1
479725,FG,JS-1100,53,1
479758,XP,JS-1100,20,1
